TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Fall 2024,ACCT,8999,1,10084,Doctoral Dissertation,Lu,Tong,0,0,0,0,0,1,0,
Fall 2024,ENTR,3310,1,10085,Entrepreneurship,Ortega,Carlos Alberto,143,38,5,2,1,0,8,3.606
Fall 2024,ENTR,3310,2,10086,Entrepreneurship,Wilbur,Stephen,167,94,10,5,3,0,1,3.478
Fall 2024,ENTR,3312,1,10087,Corporate Entrepreneurship,Karonika,John R,33,9,3,0,0,0,4,3.645
Fall 2024,ENTR,3312,2,10088,Corporate Entrepreneurship,Karonika,John R,32,10,1,0,0,0,4,3.652
Fall 2024,ENTR,3312,3,10089,Corporate Entrepreneurship,Lish,Alan D,10,60,26,1,3,0,0,2.737
Fall 2024,FINA,3332,3,10090,Prin of Financial Management,Chisholm,Darla,23,47,37,39,10,0,40,2.195
Fall 2024,FINA,4354,1,10091,Risk Management,Kapatos,Nick Gus,16,16,17,6,0,0,2,2.776
Fall 2024,FINA,4355,1,10092,International Risk Management,Kapatos,Nick Gus,13,35,9,1,0,0,4,3.069
Fall 2024,FINA,4357,1,10093,Commercial Liability,Kapatos,Nick Gus,10,13,2,1,0,0,1,3.18
Fall 2024,FINA,6387,2,10094,Managerial Analysis,Basu,Swati,19,7,1,0,0,0,0,3.63
Fall 2024,FINA,8398,1,10096,Special Problems,George,Thomas J,1,0,0,0,0,0,0,4.0
Fall 2024,FINA,8999,1,10099,Doctoral Dissertation,Kumar,Praveen,0,0,0,0,0,1,0,
Fall 2024,BUSI,4396,1,10100,Business Internship,Wortzel,Zachary,0,0,0,0,0,22,0,
Fall 2024,MANA,3335,1,10102,Intro Org Behavior and Mgmt,Sebastijanovic,Marina,189,48,9,1,1,0,1,3.671
Fall 2024,MANA,3335,4,10103,Intro Org Behavior and Mgmt,Currie,Daniel David,130,83,24,6,2,0,4,3.354
Fall 2024,MANA,4330,1,10104,Intro to Strategic HR Mgt,Phillips,James S,136,56,7,0,1,0,3,3.554
Fall 2024,MANA,6398,1,10106,Research,Sebastijanovic,Marina,1,0,0,0,0,0,0,4.0
Fall 2024,MANA,8999,1,10108,Doctoral Dissertation,Ruggs,Enrica N,1,0,0,0,0,0,0,4.0
Fall 2024,MARK,4389,2,10110,Marketing Strategy & Planning,Koch,Steven F,30,0,0,0,0,0,0,3.945
Fall 2024,MARK,4389,3,10111,Marketing Strategy & Planning,Randazzo,Gary W,24,7,0,0,0,0,0,3.774
Fall 2024,MARK,4389,4,10112,Marketing Strategy & Planning,Blair,Edward A,32,0,0,0,0,0,0,3.948
Fall 2024,MARK,4373,1,10113,Advanced Professional Selling,Bremer,Justin,18,10,0,0,0,0,0,3.596
Fall 2024,MARK,4374,1,10114,Sales Management,Webb,James R,32,1,0,0,0,0,0,3.96
Fall 2024,MARK,4374,2,10115,Sales Management,Webb,James R,26,2,0,0,0,0,1,3.929
Fall 2024,MARK,4375,1,10116,Key Account Selling,Webb,James R,15,4,0,0,0,0,0,3.755
Fall 2024,MARK,7374,1,10117,New Product Development,Kamal,Saiyid Zafar,11,3,0,0,0,0,0,3.809
Fall 2024,ACCT,4330,1,10122,Advanced Accounting,Larson,Chad R,0,0,0,0,0,0,1,
Fall 2024,ACCT,4330,2,10123,Advanced Accounting,Larson,Chad R,8,4,1,0,0,0,1,3.513
Fall 2024,ENTR,3312,4,10124,Corporate Entrepreneurship,Lish,Alan D,19,40,28,4,4,0,3,2.646
Fall 2024,ACCT,7370,1,10125,Adv Fin Statement Auditing,Zhao,Yuping,17,6,0,0,0,0,0,3.797
Fall 2024,ENTR,7336,1,10139,Entrepreneurship Overview,Wilbur,Stephen,13,6,1,0,0,0,0,3.534
Fall 2024,STAT,3331,1,10141,Statistical Anal Bus Appl I,Wiley,Briceon C,131,105,81,41,7,0,29,2.811
Fall 2024,SCM,3301,1,10142,SCM Fundamentals,Miller,Bradley D,385,133,21,2,1,0,3,3.62
Fall 2024,BCIS,1305,1,10143,Business Computer Applications,Felvegi,Emese,26,0,0,0,0,0,0,4.0
Fall 2024,BCIS,1305,2,10144,Business Computer Applications,Felvegi,Emese,180,37,15,3,3,0,8,3.618
Fall 2024,MIS,3370,1,10145,Info Systems Development Tools,Schultz,Kimberley Rash,14,25,9,7,2,0,6,2.737
Fall 2024,MIS,3371,1,10146,Transaction Processing Sys I,Messinger,Jacob Nelson,146,50,2,0,2,0,1,3.639
Fall 2024,FINA,4370,1,10148,Energy Trading,Smith III,Edwin A,10,2,2,0,0,0,1,3.454
Fall 2024,FINA,4371,1,10149,Energy Value Chain,Slaughter,Andrew Jeremy,5,8,0,0,1,0,0,3.143
Fall 2024,MARK,4373,2,10150,Advanced Professional Selling,Pingel,John W,28,1,0,0,0,0,0,3.954
Fall 2024,ARED,6365,1,10158,Integrative Art Teaching,Chung,Sheng Kuan,4,0,0,0,0,0,0,3.918
Fall 2024,CUIN,3310,1,10159,Bilingual Education,Leon,Maredil Josefina,12,2,1,0,0,0,1,3.711
Fall 2024,CUIN,4375,2,10160,Classroom Management,Castillo,Bernadette Marie,22,2,0,0,1,0,0,3.681
Fall 2024,CUIN,7336,1,10161,Popular Culture in Education,Brower,Samuel Richard,8,0,0,0,0,0,0,4.0
Fall 2024,EDUC,4314,1,10163,Clinical Teaching 1-Secondary,Culpepper,Shea Mosley,20,4,1,0,0,0,1,3.668
Fall 2024,EDUC,4315,1,10164,Clinical Teaching 2-Secondary,Thompson,Amber M,14,1,0,0,0,0,0,3.845
Fall 2024,EDUC,4316,1,10165,Clinical Teaching Elem Art,Culpepper,Shea Mosley,7,0,0,0,0,0,0,3.953
Fall 2024,EDUC,4317,1,10166,Clinical Teaching Sec Art,Thompson,Amber M,4,0,0,0,0,0,0,3.918
Fall 2024,EDUC,4318,1,10167,Student Tch Music Elem,McGinnis,Emily Jane,10,0,0,0,0,0,0,4.0
Fall 2024,EDUC,4319,1,10168,Student Tch Music Sec,McGinnis,Emily Jane,10,0,0,0,0,0,0,4.0
Fall 2024,EDUC,4325,1,10169,Clinical Teaching 2-Middle Sch,Thompson,Amber M,17,3,0,0,0,0,0,3.817
Fall 2024,PHLS,6325,1,10170,Theories of Counseling,Lee,Jungeun,10,2,0,0,0,0,0,3.888
Fall 2024,HDFS,1300,1,10172,Dev of Contemporary Families,Jordan,Erica F,95,39,8,2,5,0,4,3.441
Fall 2024,HDFS,1300,7,10178,Dev of Contemporary Families,Jordan,Erica F,116,32,5,4,2,0,3,3.587
Fall 2024,HDFS,4393,1,10182,Internship in HDFS,Conston,Toya,35,1,1,0,0,0,0,3.883
Fall 2024,HLT,1353,1,10183,Personal Health,Rafique,Kiran Sajid,52,53,7,3,2,0,2,3.203
Fall 2024,HDFS,4394,1,10188,Internship in HDFS,Conston,Toya,34,3,0,0,0,0,0,3.928
Fall 2024,PHLS,6345,1,10189,Atypical Growth & Behavior,Hurt,Kara Marie,7,1,0,0,0,0,0,3.916
Fall 2024,CUIN,4336,1,10190,Popular Culture in Education,Brower,Samuel Richard,10,2,0,0,0,0,0,3.888
Fall 2024,HLT,3381,1,10191,Hlt Promotn & Disease Preventn,Hill,Rosenda Murillo,83,0,1,0,0,0,1,3.953
Fall 2024,PHLS,8319,1,10192,Infer Stats in Psych/Educ Res,Fan,Weihua,16,0,0,0,0,0,0,4.0
Fall 2024,BIOE,6111,1,10193,Grad Bioengineering Seminar,Larin,Kirill,0,0,0,0,0,58,0,
Fall 2024,CHEE,2332,1,10194,Chem Engr Thermodyn I,Palmer,Jeremy,22,2,0,0,0,0,1,3.834
Fall 2024,CHEE,3300,1,10195,Materials Science & Engr I,Donnelly,Vincent M,6,7,4,1,0,0,1,3.018
Fall 2024,CHEE,3333,1,10196,Chem Engr Thermodyn II,Zerze,Gul,20,24,4,0,1,0,2,3.171
Fall 2024,CHEE,3334,1,10197,Stat/Num Tchqs for Chem Engrs,Zerze,Hasan,4,19,18,1,1,0,5,2.566
Fall 2024,CHEE,3363,1,10198,Fluid Mechanics for Chem Engrs,Wen,Mingjian,16,25,7,0,4,0,1,2.86
Fall 2024,CHEE,4321,1,10199,Chemical Engineering Design I,Abdelrahman,Omar Abdelrahman Ali,30,33,5,0,0,0,0,3.28
Fall 2024,CHEE,4361,1,10200,Chemical Engineering Practices,Cirino,Patrick C,33,7,0,0,0,0,0,3.817
Fall 2024,CHEE,4367,1,10203,Chemical Reaction Engineering,Bollini,Praveen P,34,33,2,0,0,0,1,3.449
Fall 2024,CHEE,6111,1,10204,Graduate Seminar,Mountziaris,Triantafillos John,0,0,0,0,0,78,0,
Fall 2024,CHEE,8198,1,10205,Doctoral Research,Rimer,Jeffrey,0,0,0,0,0,2,0,
Fall 2024,CHEE,8298,1,10210,Doctoral Research,Balakotaiah,Vemuri,0,0,0,0,0,2,0,
Fall 2024,CHEE,8298,2,10211,Doctoral Research,Bollini,Praveen P,0,0,0,0,0,3,0,
Fall 2024,CHEE,8298,4,10213,Doctoral Research,Conrad,Jacinta C,0,0,0,0,0,2,0,
Fall 2024,CHEE,8298,9,10218,Doctoral Research,Karim,Alamgir,0,0,0,0,0,6,0,
Fall 2024,CHEE,8298,12,10221,Doctoral Research,Nikolaou,Michael,0,0,0,0,0,1,0,
Fall 2024,CHEE,8398,1,10222,Doctoral Research,Balakotaiah,Vemuri,0,0,0,0,0,3,0,
Fall 2024,CHEE,8398,2,10223,Doctoral Research,Bollini,Praveen P,0,0,0,0,0,1,0,
Fall 2024,CHEE,8398,7,10228,Doctoral Research,Grabow,Lars C,0,0,0,0,0,1,0,
Fall 2024,CHEE,8398,9,10230,Doctoral Research,Karim,Alamgir,0,0,0,0,0,6,0,
Fall 2024,CHEE,8398,13,10234,Doctoral Research,Orman,Mehmet,0,0,0,0,0,2,0,
Fall 2024,CHEE,8399,1,10235,Doctoral Dissertation,Balakotaiah,Vemuri,0,0,0,0,0,1,0,
Fall 2024,CHEE,8399,2,10236,Doctoral Dissertation,Bollini,Praveen P,5,0,0,0,0,0,0,4.0
Fall 2024,CHEE,8399,4,10238,Doctoral Dissertation,Conrad,Jacinta C,0,0,0,0,0,3,0,
Fall 2024,CHEE,8399,5,10239,Doctoral Dissertation,Donnelly,Vincent M,0,0,0,0,0,2,0,
Fall 2024,CHEE,8399,7,10241,Doctoral Dissertation,Grabow,Lars C,0,0,0,0,0,5,0,
Fall 2024,CHEE,8399,8,10242,Doctoral Dissertation,Harold,Michael P,0,0,0,0,0,3,0,
Fall 2024,CHEE,8399,9,10243,Doctoral Dissertation,Karim,Alamgir,8,0,0,0,0,3,0,3.959
Fall 2024,CHEE,8399,10,10244,Doctoral Dissertation,Krishnamoorti,Ramanan,0,0,0,0,0,1,0,
Fall 2024,CHEE,8399,11,10245,Doctoral Dissertation,Mountziaris,Triantafillos John,2,0,0,0,0,0,0,4.0
Fall 2024,CHEE,8498,9,10254,Doctoral Research,Karim,Alamgir,0,0,0,0,0,3,0,
Fall 2024,CHEE,8598,1,10259,Doctoral Research,Balakotaiah,Vemuri,0,0,0,0,0,2,0,
Fall 2024,CHEE,8598,2,10260,Doctoral Research,Bollini,Praveen P,0,0,0,0,0,2,0,
Fall 2024,CHEE,8598,4,10262,Doctoral Research,Conrad,Jacinta C,0,0,0,0,0,1,0,
Fall 2024,CHEE,8598,5,10263,Doctoral Research,Donnelly,Vincent M,0,0,0,0,0,2,0,
Fall 2024,CHEE,8598,7,10265,Doctoral Research,Grabow,Lars C,0,0,0,0,0,4,0,
Fall 2024,CHEE,8598,8,10266,Doctoral Research,Harold,Michael P,0,0,0,0,0,4,0,
Fall 2024,CIVE,3339,1,10268,Geotechnical Engineering,Vipulanandan,Cumaraswamy,25,20,1,0,0,0,1,3.507
Fall 2024,CIVE,8298,1,10272,Doctoral Research,Milillo,Pietro,0,0,0,0,0,1,0,
Fall 2024,CIVE,8398,1,10273,Doctoral Research,Li,Hongyi,0,0,0,0,0,5,0,
Fall 2024,CIVE,8498,1,10275,Doctoral Research,Shaffer,Devin,0,0,0,0,0,1,0,
Fall 2024,CIVE,8999,1,10277,Doctoral Dissertation,Shaffer,Devin,1,0,0,0,0,0,0,4.0
Fall 2024,ECE,3441,1,10285,Digital Logic Design,Sheth,Bhavin R,43,11,6,1,5,0,4,3.293
Fall 2024,ECE,3436,1,10287,Microprocessor Systems,De La Rosa-Pohl,Diana,41,1,0,0,0,0,0,3.913
Fall 2024,ECE,5317,1,10289,Microwave Engineering,Islam,Md Zahidul,4,0,0,0,0,0,0,3.753
Fall 2024,ECE,6111,2,10290,Graduate Research Seminar,Li,Xingpeng,0,0,0,0,0,0,0,
Fall 2024,ECE,6198,2,10294,Research,Becker,Aaron T,0,0,0,0,0,1,0,
Fall 2024,ECE,6198,8,10300,Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,1,0,
Fall 2024,ECE,6198,14,10306,Research,Li,Xingpeng,0,0,0,0,0,1,0,
Fall 2024,ECE,6198,24,10316,Research,Shan,Xiaonan,0,0,0,0,0,1,0,
Fall 2024,ECE,6198,25,10317,Research,Shih,Wei-Chuan,0,0,0,0,0,1,0,
Fall 2024,ECE,6298,2,10322,Research,Becker,Aaron T,0,0,0,0,0,1,0,
Fall 2024,ECE,6298,8,10328,Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,1,0,
Fall 2024,ECE,6298,14,10334,Research,Li,Xingpeng,0,0,0,0,0,1,0,
Fall 2024,ECE,6298,24,10344,Research,Shan,Xiaonan,0,0,0,0,0,1,0,
Fall 2024,ECE,6298,25,10345,Research,Shih,Wei-Chuan,0,0,0,0,0,1,0,
Fall 2024,ECE,6351,1,10349,Microwave Engineering,Islam,Md Zahidul,9,0,0,0,0,0,0,4.0
Fall 2024,ECE,6398,4,10353,Research,Chen,Ji,0,0,0,0,0,1,0,
Fall 2024,ECE,6398,6,10355,Research,Chen,Jinghong,0,0,0,0,0,1,0,
Fall 2024,ECE,6398,7,10356,Research,Chen,Yuhua,0,0,0,0,0,2,0,
Fall 2024,ECE,6398,8,10357,Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,3,0,
Fall 2024,ECE,6398,10,10359,Research,Fu,Xin,0,0,0,0,0,2,0,
Fall 2024,ECE,6398,11,10360,Research,Han,Zhu,0,0,0,0,0,1,0,
Fall 2024,ECE,6398,14,10363,Research,Li,Xingpeng,0,0,0,0,0,1,0,
Fall 2024,ECE,6398,24,10373,Research,Shan,Xiaonan,0,0,0,0,0,1,0,
Fall 2024,ECE,6398,25,10374,Research,Shih,Wei-Chuan,0,0,0,0,0,1,0,
Fall 2024,ECE,6399,7,10384,Masters Thesis,Chen,Yuhua,0,0,0,0,0,2,0,
Fall 2024,ECE,6399,11,10387,Masters Thesis,Fu,Xin,1,0,0,0,0,0,0,4.0
Fall 2024,ECE,6399,24,10400,Masters Thesis,Shan,Xiaonan,1,0,0,0,0,0,0,4.0
Fall 2024,ECE,7399,2,10407,Masters Thesis,Chen,Yuhua,1,0,0,0,0,1,0,4.0
Fall 2024,ECE,7399,3,10408,Masters Thesis,Krishnamoorthy,Harish Sarma,1,0,0,0,0,0,0,4.0
Fall 2024,ECE,8198,2,10412,Doctoral Research,Becker,Aaron T,0,0,0,0,0,1,0,
Fall 2024,ECE,8198,4,10414,Doctoral Research,Chen,Ji,0,0,0,0,0,1,0,
Fall 2024,ECE,8198,7,10417,Doctoral Research,Chen,Yuhua,0,0,0,0,0,1,0,
Fall 2024,ECE,8198,11,10421,Doctoral Research,Han,Zhu,0,0,0,0,0,1,0,
Fall 2024,ECE,8198,13,10423,Doctoral Research,Krishnamoorthy,Harish Sarma,0,0,0,0,0,1,0,
Fall 2024,ECE,8198,18,10428,Doctoral Research,Pan,Miao,0,0,0,0,0,1,0,
Fall 2024,ECE,8198,20,10430,Doctoral Research,Prasad,Saurabh,0,0,0,0,0,1,0,
Fall 2024,ECE,8198,21,10431,Doctoral Research,Rajashekara,Kaushik,0,0,0,0,0,1,0,
Fall 2024,ECE,8198,22,10432,Doctoral Research,Reddy,Rohith Krishna,0,0,0,0,0,1,0,
Fall 2024,ECE,8198,25,10435,Doctoral Research,Shih,Wei-Chuan,0,0,0,0,0,2,0,
Fall 2024,ECE,8198,27,10437,Doctoral Research,Yao,Yan,0,0,0,0,0,1,0,
Fall 2024,ECE,8198,28,10438,Doctoral Research,Shireen,Wajiha,0,0,0,0,0,1,0,
Fall 2024,ECE,8198,29,10439,Doctoral Research,Malki,Heidar A,0,0,0,0,0,1,0,
Fall 2024,ECE,8298,1,10440,Doctoral Research,Bao,Jiming,0,0,0,0,0,1,0,
Fall 2024,ECE,8298,2,10441,Doctoral Research,Becker,Aaron T,0,0,0,0,0,3,0,
Fall 2024,ECE,8298,3,10442,Doctoral Research,Brankovic,Stanko R,0,0,0,0,0,2,0,
Fall 2024,ECE,8298,4,10443,Doctoral Research,Chen,Ji,0,0,0,0,0,3,0,
Fall 2024,ECE,8298,5,10444,Doctoral Research,Chen,Jiefu,0,0,0,0,0,4,0,
Fall 2024,ECE,8298,6,10445,Doctoral Research,Chen,Jinghong,0,0,0,0,0,1,0,
Fall 2024,ECE,8298,7,10446,Doctoral Research,Chen,Yuhua,0,0,0,0,0,2,0,
Fall 2024,ECE,8298,8,10447,Doctoral Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,2,0,
Fall 2024,ECE,8298,10,10449,Doctoral Research,Fu,Xin,0,0,0,0,0,2,0,
Fall 2024,ECE,8298,11,10450,Doctoral Research,Han,Zhu,0,0,0,0,0,1,0,
Fall 2024,ECE,8298,12,10451,Doctoral Research,Jackson,David R,0,0,0,0,0,3,0,
Fall 2024,ECE,8298,13,10452,Doctoral Research,Krishnamoorthy,Harish Sarma,0,0,0,0,0,2,0,
Fall 2024,ECE,8298,14,10453,Doctoral Research,Li,Xingpeng,0,0,0,0,0,2,0,
Fall 2024,ECE,8298,16,10455,Doctoral Research,Nguyen,Hien V,0,0,0,0,0,1,0,
Fall 2024,ECE,8298,17,10456,Doctoral Research,Pan,Miao,0,0,0,0,0,1,0,
Fall 2024,ECE,8298,21,10460,Doctoral Research,Reddy,Rohith Krishna,0,0,0,0,0,1,0,
Fall 2024,ECE,8298,22,10461,Doctoral Research,Roysam,Badrinath,0,0,0,0,0,2,0,
Fall 2024,ECE,8298,23,10462,Doctoral Research,Shan,Xiaonan,0,0,0,0,0,2,0,
Fall 2024,ECE,8298,24,10463,Doctoral Research,Shih,Wei-Chuan,0,0,0,0,0,2,0,
Fall 2024,ECE,8298,26,10465,Doctoral Research,Yao,Yan,0,0,0,0,0,2,0,
Fall 2024,ECE,8298,27,10466,Doctoral Research,Shireen,Wajiha,0,0,0,0,0,1,0,
Fall 2024,ECE,8298,28,10467,Doctoral Research,Mayerich,David Matthew,0,0,0,0,0,4,0,
Fall 2024,ECE,8398,4,10471,Doctoral Research,Chen,Ji,0,0,0,0,0,6,0,
Fall 2024,ECE,8398,5,10472,Doctoral Research,Chen,Jiefu,0,0,0,0,0,1,0,
Fall 2024,ECE,8398,7,10474,Doctoral Research,Chen,Yuhua,0,0,0,0,0,3,0,
Fall 2024,ECE,8398,9,10476,Doctoral Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,3,0,
Fall 2024,ECE,8398,10,10477,Doctoral Research,Cheng,Albert M K,0,0,0,0,0,2,0,
Fall 2024,ECE,8398,11,10478,Doctoral Research,Fu,Xin,0,0,0,0,0,1,0,
Fall 2024,ECE,8398,12,10479,Doctoral Research,Han,Zhu,0,0,0,0,0,4,0,
Fall 2024,ECE,8398,13,10480,Doctoral Research,Jackson,David R,0,0,0,0,0,1,0,
Fall 2024,ECE,8398,14,10481,Doctoral Research,Krishnamoorthy,Harish Sarma,0,0,0,0,0,3,0,
Fall 2024,ECE,8398,15,10482,Doctoral Research,Li,Xingpeng,0,0,0,0,0,4,0,
Fall 2024,ECE,8398,18,10485,Doctoral Research,Nguyen,Hien V,0,0,0,0,0,1,0,
Fall 2024,ECE,8398,19,10486,Doctoral Research,Yao,Yan,0,0,0,0,0,1,0,
Fall 2024,ECE,8398,21,10487,Doctoral Research,Pan,Miao,0,0,0,0,0,4,0,
Fall 2024,ECE,8398,25,10490,Doctoral Research,Rajashekara,Kaushik,0,0,0,0,0,2,0,
Fall 2024,ECE,8398,26,10491,Doctoral Research,Reddy,Rohith Krishna,0,0,0,0,0,2,0,
Fall 2024,ECE,8398,28,10493,Doctoral Research,Shireen,Wajiha,0,0,0,0,0,2,0,
Fall 2024,ECE,8398,29,10494,Doctoral Research,Shan,Xiaonan,0,0,0,0,0,1,0,
Fall 2024,ECE,8399,7,10504,Doctoral Dissertation,Chen,Yuhua,0,0,0,0,0,1,0,
Fall 2024,ECE,8399,11,10507,Doctoral Dissertation,Fu,Xin,1,0,0,0,0,0,0,4.0
Fall 2024,ECE,8399,13,10509,Doctoral Dissertation,Jackson,David R,0,0,0,0,0,1,0,
Fall 2024,ECE,8399,14,10510,Doctoral Dissertation,Krishnamoorthy,Harish Sarma,1,0,0,0,0,1,0,4.0
Fall 2024,ECE,8399,17,10513,Doctoral Dissertation,Mayerich,David Matthew,0,0,0,0,0,2,0,
Fall 2024,ECE,8399,18,10514,Doctoral Dissertation,Nguyen,Hien V,1,0,0,0,0,0,0,4.0
Fall 2024,ECE,8399,19,10515,Doctoral Dissertation,Pan,Miao,2,0,0,0,0,0,0,4.0
Fall 2024,ECE,8399,21,10517,Doctoral Dissertation,Prasad,Saurabh,0,0,0,0,0,0,0,
Fall 2024,ECE,8399,23,10519,Doctoral Dissertation,Reddy,Rohith Krishna,2,0,0,0,0,0,0,4.0
Fall 2024,ECE,8399,25,10520,Doctoral Dissertation,Roysam,Badrinath,0,0,0,0,0,1,0,
