TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Spring 2023,ANTH,2346,1,10298,Introduction to Anthropology,Higgs,Elizabeth Wayne,31,23,3,1,1,0,4,3.44
Spring 2023,ANTH,2351,1,10299,Intro to Cultural Anthropology,Higgs,Elizabeth Wayne,36,24,7,1,1,0,2,3.405
Spring 2023,ANTH,2302,1,10300,Introduction to Archeology,Brown,Kenneth L,22,26,16,1,0,0,4,3.077
Spring 2023,ANTH,4310,1,10305,Theories of Culture,Rasmussen,Susan J,20,5,5,0,2,0,3,3.168
Spring 2023,ANTH,7399,2,10336,Masters Thesis,Brown,Kenneth L,0,0,0,0,0,3,0,
Spring 2023,ARAB,1502,1,10341,Beginning Arabic II,Sabre,Asmaa,5,3,1,0,0,0,1,3.518
Spring 2023,ARAB,2312,1,10342,Intermediate Arabic II,Sayyid,Huda,19,3,2,0,0,0,0,3.708
Spring 2023,ARCH,1501,1,10343,Arc/Int Arc Design Studio II,Logan,Jason,6,8,2,1,0,0,1,3.176
Spring 2023,ARCH,1501,5,10347,Arc/Int Arc Design Studio II,Plauche',Roya,7,11,0,0,0,0,0,3.389
Spring 2023,ARCH,1501,7,10349,Arc/Int Arc Design Studio II,Wienert,Ross George,9,7,1,1,0,0,0,3.333
Spring 2023,ARCH,1501,9,10351,Arc/Int Arc Design Studio II,Lutz,Shawn M,5,4,3,1,0,0,1,3.076
Spring 2023,ARCH,2351,1,10355,Hist of the Built Environmt II,Ramaswamy,Deepa,49,91,11,2,1,0,3,3.171
Spring 2023,ARCH,2501,1,10362,Architecture Design Studio IV,Beneytez-Duran,Rafael,9,7,0,0,0,0,0,3.583
Spring 2023,ARCH,2501,3,10364,Architecture Design Studio IV,Jacobs,Daniel,8,7,2,0,0,0,0,3.353
Spring 2023,ARCH,2501,7,10366,Architecture Design Studio IV,Gonzales,Michael A,9,4,3,1,0,0,0,3.274
Spring 2023,ARCH,3347,1,10368,Evolution of Arch Interiors,Thomas,James B,20,0,0,0,0,0,0,4.0
Spring 2023,ARCH,3501,1,10369,Architecture Design Studio VI,Self,Ronnie L,3,10,1,0,0,0,0,3.19
Spring 2023,ARCH,3501,5,10371,Architecture Design Studio VI,Rivers,Paul Joseph,4,8,2,0,0,0,0,3.143
Spring 2023,ARCH,3501,7,10373,Architecture Design Studio VI,Wienert,Ross George,6,6,3,0,0,0,0,3.266
Spring 2023,ARCH,4351,1,10375,Readings & Criticism in Arch,Turner,Drexel,8,5,2,0,0,0,1,3.466
Spring 2023,ARCH,4355,1,10376,Houston Architecture,Fox,Stephen,14,1,0,0,0,0,2,3.713
Spring 2023,ARCH,4367,1,10377,Case Studies in Sustain Design,Taylor,Rives,5,10,0,0,1,0,0,3.166
Spring 2023,ARCH,5500,1,10378,Architecture Design Studio IX,Perez Lopez,Elena Maria,7,4,2,0,0,0,0,3.207
Spring 2023,ARCH,6341,1,10380,Architectural Hist Survey II,Ramaswamy,Deepa,6,5,0,0,0,0,0,3.485
Spring 2023,ARCH,6351,1,10382,Criticism in Architecture,Turner,Drexel,1,0,0,0,0,0,0,4.0
Spring 2023,ARCH,6360,1,10383,Practice of Arch,Jacobs,Daniel,13,19,1,0,0,0,0,3.364
Spring 2023,ARCH,6604,1,10384,Architecture Design Studio IV,Plauche',Roya,7,2,0,0,0,0,0,3.594
Spring 2023,ARCH,6604,3,10386,Architecture Design Studio IV,Hager,Jesse,9,0,0,0,0,0,0,3.89
Spring 2023,ARCH,7601,1,10388,Architecture Design Studio VI,Borden,Gail,5,4,0,0,0,0,0,3.519
Spring 2023,BCHS,3201,1,10392,Biochemistry I Laboratory,Pattison,Donna,11,9,1,0,1,0,2,3.363
Spring 2023,BCHS,3201,2,10393,Biochemistry I Laboratory,Pattison,Donna,9,10,3,0,0,0,1,3.318
Spring 2023,BCHS,3201,3,10394,Biochemistry I Laboratory,Pattison,Donna,4,9,3,3,3,0,0,2.379
Spring 2023,BCHS,3304,1,10396,General Biochemistry I,Scott,Sean-Patrick,47,45,32,9,7,0,6,2.789
Spring 2023,BCHS,3305,1,10397,General Biochemistry II,Fujita,Masaya,15,15,11,2,0,0,1,2.946
Spring 2023,BCHS,4399,1,10400,Senior Honors Thesis,Sen,Mehmet,1,0,0,0,0,0,0,4.0
Spring 2023,BCHS,6113,1,10401,Graduate Biochemistry Seminar,Briggs,James M,0,0,0,0,0,25,0,
Spring 2023,BCHS,6231,1,10402,Grad Biochem Lab Rotation II,Widger,William R,5,0,0,0,0,0,0,4.0
Spring 2023,BIOE,6111,1,10406,Grad Bioengineering Seminar,Larin,Kirill,0,0,0,0,0,63,0,
Spring 2023,BIOL,2102,1,10407,Anatomy & Physiology II (lab),Gill,Tejendra,4,12,4,2,0,0,1,2.863
Spring 2023,BIOL,2102,2,10408,Anatomy & Physiology II (lab),Gill,Tejendra,11,3,6,1,0,0,2,3.064
Spring 2023,BIOL,2102,3,10409,Anatomy & Physiology II (lab),Gill,Tejendra,10,11,1,0,0,0,1,3.499
Spring 2023,BIOL,2102,4,10410,Anatomy & Physiology II (lab),Gill,Tejendra,5,15,3,0,1,0,0,3.013
Spring 2023,BIOL,2102,5,10411,Anatomy & Physiology II (lab),Gill,Tejendra,4,9,6,1,0,0,4,2.8
Spring 2023,BIOL,2102,6,10412,Anatomy & Physiology II (lab),Gill,Tejendra,9,11,2,0,1,0,1,3.088
Spring 2023,BIOL,2102,7,10413,Anatomy & Physiology II (lab),Gill,Tejendra,3,13,3,3,1,0,1,2.695
Spring 2023,BIOL,2102,8,10414,Anatomy & Physiology II (lab),Gill,Tejendra,4,12,5,2,1,0,0,2.667
Spring 2023,BIOL,2102,9,10415,Anatomy & Physiology II (lab),Gill,Tejendra,2,8,6,5,2,0,1,2.116
Spring 2023,BIOL,2102,10,10416,Anatomy & Physiology II (lab),Gill,Tejendra,4,11,4,2,0,0,1,2.888
Spring 2023,BIOL,1107,1,10417,Biology for Science Majors II,Medrano,Ana I,15,6,2,0,0,0,0,3.537
Spring 2023,BIOL,1107,2,10418,Biology for Science Majors II,Medrano,Ana I,16,3,1,1,1,0,1,3.425
Spring 2023,BIOL,1107,3,10419,Biology for Science Majors II,Medrano,Ana I,14,5,1,2,0,0,1,3.349
Spring 2023,BIOL,1107,4,10420,Biology for Science Majors II,Medrano,Ana I,18,2,4,0,0,0,0,3.583
Spring 2023,BIOL,1107,5,10421,Biology for Science Majors II,Medrano,Ana I,14,7,0,0,0,0,2,3.667
Spring 2023,BIOL,1107,6,10422,Biology for Science Majors II,Medrano,Ana I,15,7,2,0,0,0,0,3.569
Spring 2023,BIOL,1107,7,10423,Biology for Science Majors II,Medrano,Ana I,16,3,2,0,1,0,2,3.455
Spring 2023,BIOL,1107,8,10424,Biology for Science Majors II,Medrano,Ana I,4,8,4,0,3,0,4,2.474
Spring 2023,BIOL,1107,9,10425,Biology for Science Majors II,Medrano,Ana I,13,2,4,0,2,0,2,3.127
Spring 2023,BIOL,1107,10,10426,Biology for Science Majors II,Medrano,Ana I,20,1,0,0,1,0,1,3.788
Spring 2023,BIOL,1107,11,10427,Biology for Science Majors II,Medrano,Ana I,15,6,1,2,0,0,0,3.458
Spring 2023,BIOL,1107,12,10428,Biology for Science Majors II,Medrano,Ana I,14,4,4,0,1,0,0,3.276
Spring 2023,BIOL,1107,13,10429,Biology for Science Majors II,Medrano,Ana I,19,3,1,0,0,0,0,3.754
Spring 2023,BIOL,1107,14,10430,Biology for Science Majors II,Medrano,Ana I,17,5,0,1,0,0,1,3.623
Spring 2023,BIOL,1107,15,10431,Biology for Science Majors II,Medrano,Ana I,9,10,2,1,1,0,1,3.13
Spring 2023,BIOL,1107,16,10432,Biology for Science Majors II,Medrano,Ana I,22,1,1,0,0,0,0,3.861
Spring 2023,BIOL,1107,17,10433,Biology for Science Majors II,Medrano,Ana I,19,4,0,0,1,0,0,3.612
Spring 2023,BIOL,1107,18,10434,Biology for Science Majors II,Medrano,Ana I,16,1,3,0,0,0,3,3.568
Spring 2023,BIOL,1107,19,10435,Biology for Science Majors II,Medrano,Ana I,10,9,1,0,0,0,3,3.483
Spring 2023,BIOL,1107,20,10436,Biology for Science Majors II,Medrano,Ana I,19,2,2,0,0,0,1,3.753
Spring 2023,BIOL,1107,21,10437,Biology for Science Majors II,Medrano,Ana I,10,6,4,1,3,0,0,2.792
Spring 2023,BIOL,1107,22,10438,Biology for Science Majors II,Medrano,Ana I,18,3,3,0,0,0,0,3.639
Spring 2023,BIOL,2301,1,10439,Anatomy & Physiology I (lect),Gill,Tejendra,59,151,92,10,21,0,33,2.612
Spring 2023,BIOL,2302,1,10440,Anatomy & Physiology II (lect),Wayne,Chad M,43,81,91,44,15,0,21,2.333
Spring 2023,BIOL,1307,1,10441,Biology for Science Majors II,Medrano,Ana I,12,22,29,17,9,0,14,2.131
Spring 2023,BIOL,1307,2,10442,Biology for Science Majors II,Cheek,Ann Oliver,93,81,46,26,23,0,10,2.772
Spring 2023,BIOL,1307,4,10443,Biology for Science Majors II,Gifford,Jenifer Beth,73,93,72,20,16,0,9,2.669
Spring 2023,BIOL,3306,1,10444,Evolutionary Biology,Frankino,William A,32,42,40,11,3,0,0,2.695
Spring 2023,BIOL,3324,1,10445,Human Physiology,Ogletree-Hughes,Monique L,21,46,39,20,3,0,17,2.447
Spring 2023,BIOL,3341,1,10446,Human Genetics,Feng,Qin,30,20,4,0,1,0,0,3.37
Spring 2023,BIOL,3399,1,10448,Senior Honors Thesis,Trivedi PhD,Meghana,0,0,0,0,0,0,0,
Spring 2023,BIOL,3399,2,10449,Senior Honors Thesis,Azevedo,Ricardo,0,0,0,0,0,0,0,
Spring 2023,BIOL,3399,4,10450,Senior Honors Thesis,McKeon,Frank D,0,0,0,0,0,0,0,
Spring 2023,BIOL,4347,1,10456,Animal Behavior,Cole,Blaine J,12,17,16,7,3,0,4,2.539
Spring 2023,BIOL,4396,1,10457,Senior Research Project,Frankino,William A,13,0,0,0,0,0,0,4.0
Spring 2023,BIOL,6110,1,10459,Biology Seminar,Sater,Amy,0,0,0,0,0,11,0,
Spring 2023,BIOL,7167,1,10460,Population Biology Seminar,Graur,Dan,0,0,0,0,0,6,0,
Spring 2023,CHEE,2332,1,10463,Chem Engr Thermodyn I,Malamataris,Nikolaos,9,11,13,6,4,0,21,2.341
Spring 2023,CHEE,3300,1,10464,Materials Science & Engr I,Wen,Mingjian,18,16,18,1,2,0,2,2.849
Spring 2023,CHEE,3367,1,10465,Process Modeling and Control,Kaspar,Michael,11,25,8,1,1,0,1,2.942
Spring 2023,CHEE,3369,1,10466,Chemical Engr Transport Proc,Zerze,Hasan,4,33,3,0,0,0,13,3.05
Spring 2023,CHEE,3466,1,10467,Bio & Physical Chemistry,Vekilov,Peter,17,11,18,3,2,0,4,2.609
Spring 2023,CHEE,4361,1,10469,Chm Engr Practices,Cirino,Patrick C,35,8,1,0,0,0,0,3.683
Spring 2023,CHEE,6111,1,10472,Graduate Seminar,Mountziaris,Triantafillos John,0,0,0,0,0,81,0,
Spring 2023,CHEE,6337,1,10473,Advanced Reactor Engr,Harold,Michael P,6,5,0,0,0,0,1,3.455
Spring 2023,CHEE,8399,1,10475,Doctoral Dissertation,Balakotaiah,Vemuri,1,0,0,0,0,0,0,4.0
Spring 2023,CHEE,8399,2,10476,Doctoral Dissertation,Bollini,Praveen P,3,0,0,0,0,0,0,4.0
Spring 2023,CHEE,8399,3,10477,Doctoral Dissertation,Cirino,Patrick C,0,0,0,0,0,2,0,
Spring 2023,CHEE,8399,4,10478,Doctoral Dissertation,Conrad,Jacinta C,0,0,0,0,0,4,0,
Spring 2023,CHEE,8399,5,10479,Doctoral Dissertation,Donnelly,Vincent M,0,0,0,0,0,1,0,
Spring 2023,CHEE,8399,6,10480,Doctoral Dissertation,Economou,Demetre J,0,0,0,0,0,1,0,
Spring 2023,CHEE,8399,7,10481,Doctoral Dissertation,Grabow,Lars C,2,0,0,0,0,1,0,4.0
Spring 2023,CHEE,8399,8,10482,Doctoral Dissertation,Harold,Michael P,3,0,0,0,0,0,0,4.0
Spring 2023,CHEE,8399,9,10483,Doctoral Dissertation,Karim,Alamgir,9,0,0,0,0,0,0,4.0
Spring 2023,CHEE,8399,10,10484,Doctoral Dissertation,Krishnamoorti,Ramanan,1,0,0,0,0,2,0,4.0
Spring 2023,CHEE,8399,11,10485,Doctoral Dissertation,Nikolaou,Michael,1,0,0,0,0,0,0,4.0
Spring 2023,CHEE,8399,12,10486,Doctoral Dissertation,Orman,Mehmet,3,0,0,0,0,0,0,4.0
Spring 2023,CHEE,8399,13,10487,Doctoral Dissertation,Palmer,Jeremy,3,0,0,0,0,0,0,4.0
Spring 2023,CHEE,8399,14,10488,Doctoral Dissertation,Rimer,Jeffrey,1,0,0,0,0,5,0,4.0
Spring 2023,CHEM,1105,1,10489,Foundations of Chem Lab,Zaitsev,Vladimir G,4,9,4,0,0,0,1,3.097
Spring 2023,CHEM,1105,2,10490,Foundations of Chem Lab,Zaitsev,Vladimir G,7,9,1,0,0,0,1,3.314
Spring 2023,CHEM,1111,1,10491,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,7,3,2,1,0,0,2.796
Spring 2023,CHEM,1111,3,10492,Fundamentals of Chm Lab,Zaitsev,Vladimir G,1,10,3,0,0,0,4,2.951
Spring 2023,CHEM,1111,4,10493,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,15,1,0,0,0,0,3.175
Spring 2023,CHEM,1111,5,10494,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,12,0,0,0,0,0,3.242
Spring 2023,CHEM,1111,6,10495,Fundamentals of Chm Lab,Zaitsev,Vladimir G,2,14,3,0,0,0,1,2.982
Spring 2023,CHEM,1111,7,10496,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,9,4,0,0,0,1,3.019
Spring 2023,CHEM,1111,9,10497,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,5,1,0,0,0,1,3.389
Spring 2023,CHEM,1111,10,10498,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,7,3,0,0,0,2,3.024
Spring 2023,CHEM,1111,11,10499,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,12,0,0,0,0,2,3.222
Spring 2023,CHEM,1111,17,10500,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,9,2,1,0,0,2,3.021
Spring 2023,CHEM,1112,1,10501,Fundamentals of Chm Lab,Zaitsev,Vladimir G,8,9,1,0,0,0,1,3.279
Spring 2023,CHEM,1112,2,10502,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,8,1,0,0,0,3,3.311
Spring 2023,CHEM,1112,3,10503,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,14,1,0,0,0,0,3.239
Spring 2023,CHEM,1112,4,10504,Fundamentals of Chm Lab,Zaitsev,Vladimir G,8,10,2,0,0,0,0,3.3
Spring 2023,CHEM,1112,7,10505,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,11,3,0,0,0,2,3.019
Spring 2023,CHEM,1112,8,10506,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,9,4,0,0,0,1,3.192
Spring 2023,CHEM,1112,9,10507,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,8,2,1,0,0,1,3.137
Spring 2023,CHEM,1112,10,10508,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,11,2,0,1,0,1,2.902
Spring 2023,CHEM,1112,12,10510,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,12,1,0,1,0,0,3.084
Spring 2023,CHEM,1112,13,10511,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,9,1,0,0,0,2,3.157
Spring 2023,CHEM,1112,14,10512,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,10,2,0,0,0,0,3.157
Spring 2023,CHEM,1112,15,10513,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,10,1,0,0,0,1,3.222
Spring 2023,CHEM,1112,16,10514,Fundamentals of Chm Lab,Zaitsev,Vladimir G,2,9,2,1,0,0,0,2.975
Spring 2023,CHEM,1112,17,10515,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,9,0,0,0,0,1,3.195
Spring 2023,CHEM,1112,18,10516,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,6,1,0,0,0,0,3.278
Spring 2023,CHEM,1112,19,10517,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,10,3,0,0,0,2,2.979
Spring 2023,CHEM,1112,20,10518,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,9,2,0,0,0,2,3.105
Spring 2023,CHEM,1112,22,10519,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,10,2,1,0,0,4,3.019
Spring 2023,CHEM,1112,23,10520,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,15,0,0,1,0,0,2.965
Spring 2023,CHEM,1112,25,10521,Fundamentals of Chm Lab,Zaitsev,Vladimir G,1,10,0,1,2,0,0,2.571
Spring 2023,CHEM,1311,2,10522,Fundamentals of Chemistry,Larsen,Russell Gene,19,66,71,38,45,0,62,1.912
Spring 2023,CHEM,1312,1,10523,Fundamentals of Chemistry 2,Halasyamani,P Shiv,68,64,58,29,26,0,52,2.487
Spring 2023,CHEM,1312,2,10524,Fundamentals of Chemistry 2,Carrasquillo M,Edwin,17,22,25,18,32,0,39,1.76
Spring 2023,CHEM,3119,1,10525,Anlytical Chemistry Lab,Czader,Arkadiusz,3,4,2,0,1,0,1,2.899
Spring 2023,CHEM,2123,1,10526,Organic Chemistry Lab I,Bean,Mary B,2,11,9,0,1,0,1,2.58
Spring 2023,CHEM,2123,2,10527,Organic Chemistry Lab I,Bean,Mary B,4,13,2,1,0,0,2,3.017
Spring 2023,CHEM,2123,4,10528,Organic Chemistry Lab I,Bean,Mary B,2,7,4,1,1,0,6,2.555
Spring 2023,CHEM,2123,5,10529,Organic Chemistry Lab I,Bean,Mary B,5,7,9,1,0,0,1,2.712
Spring 2023,CHEM,2123,6,10530,Organic Chemistry Lab I,Bean,Mary B,3,10,6,0,0,0,1,2.773
Spring 2023,CHEM,2123,7,10531,Organic Chemistry Lab I,Bean,Mary B,3,11,6,0,0,0,2,2.801
Spring 2023,CHEM,2123,10,10532,Organic Chemistry Lab I,Bean,Mary B,1,14,3,0,0,0,3,2.816
Spring 2023,CHEM,2123,11,10533,Organic Chemistry Lab I,Bean,Mary B,3,12,5,0,0,0,4,2.801
Spring 2023,CHEM,2123,12,10534,Organic Chemistry Lab I,Bean,Mary B,2,11,6,0,0,0,3,2.772
Spring 2023,CHEM,2123,14,10535,Organic Chemistry Lab I,Bean,Mary B,3,11,8,0,0,0,0,2.743
Spring 2023,CHEM,2125,1,10536,Organic Chemistry Lab II,Bean,Mary B,3,9,8,1,1,0,1,2.575
Spring 2023,CHEM,2125,2,10537,Organic Chemistry Lab II,Bean,Mary B,4,11,4,0,0,0,0,2.965
Spring 2023,CHEM,2125,3,10538,Organic Chemistry Lab II,Bean,Mary B,7,13,2,1,0,0,1,3.059
Spring 2023,CHEM,2125,4,10539,Organic Chemistry Lab II,Bean,Mary B,6,8,4,1,0,0,2,2.913
Spring 2023,CHEM,2125,6,10540,Organic Chemistry Lab II,Bean,Mary B,7,10,5,0,0,0,1,3.001
Spring 2023,CHEM,2125,8,10541,Organic Chemistry Lab II,Bean,Mary B,6,9,5,1,0,0,1,2.905
Spring 2023,CHEM,2125,9,10542,Organic Chemistry Lab II,Bean,Mary B,8,9,5,0,0,0,1,3.151
Spring 2023,CHEM,2125,10,10543,Organic Chemistry Lab II,Bean,Mary B,3,8,2,0,0,0,2,3.102
Spring 2023,CHEM,2125,11,10544,Organic Chemistry Lab II,Bean,Mary B,3,8,3,0,0,0,1,2.929
Spring 2023,CHEM,2125,13,10545,Organic Chemistry Lab II,Bean,Mary B,5,11,7,0,0,0,0,2.927
Spring 2023,CHEM,2125,14,10546,Organic Chemistry Lab II,Bean,Mary B,4,13,5,0,0,0,1,2.925
Spring 2023,CHEM,2125,15,10547,Organic Chemistry Lab II,Bean,Mary B,6,6,7,2,1,0,0,2.621
Spring 2023,CHEM,2125,16,10548,Organic Chemistry Lab II,Bean,Mary B,4,6,4,0,0,0,1,2.976
Spring 2023,CHEM,2125,17,10549,Organic Chemistry Lab II,Bean,Mary B,3,8,2,1,0,0,2,2.952
Spring 2023,CHEM,2323,1,10550,Organic Chemistry I,Daugulis,Olafs,51,70,45,58,25,0,74,2.231
Spring 2023,CHEM,2323,2,10551,Organic Chemistry I,Young,Crystal Ann,6,22,26,35,49,0,54,1.256
Spring 2023,CHEM,2325,2,10552,Organic Chemistry II,Bean,Mary B,38,34,36,22,14,0,22,2.375
Spring 2023,CHEM,2325,1,10553,Organic Chemistry II,Bean,Mary B,76,68,66,19,21,0,45,2.6
Spring 2023,CHEM,3369,1,10554,Analytical Chemistry 1,Czernuszewicz,Roman S,11,17,12,3,2,0,3,2.704
Spring 2023,CHEM,4229,1,10556,Instrmntl Mthd-Anly Lab,Czader,Arkadiusz,3,6,0,0,0,0,0,3.223
Spring 2023,CHEM,6111,1,10559,Graduate Colloquium,Comito,Robert Joseph,0,0,0,0,0,37,0,
Spring 2023,CHEM,6112,1,10560,Graduate Seminar,Brgoch,Jakoah,0,0,0,0,0,8,0,
Spring 2023,CHEM,6112,2,10561,Graduate Seminar,Yang,Ding-Shyue,0,0,0,0,0,4,0,
Spring 2023,CHEM,6112,3,10562,Graduate Seminar,Daugulis,Olafs,0,0,0,0,0,23,0,
Spring 2023,CHEM,6115,1,10563,Sem in Chm Lab Instruct,Zaitsev,Vladimir G,0,0,0,0,0,13,0,
Spring 2023,CHEM,6115,2,10564,Sem in Chm Lab Instruct,Bean,Mary B,0,0,0,0,0,5,0,
Spring 2023,CHEM,8399,10,10611,Doctoral Dissertation,Guloy,Arnold M,0,0,0,0,0,2,0,
Spring 2023,CHEM,8399,11,10612,Doctoral Dissertation,Jacobson,Allan J,1,0,0,0,0,0,0,3.67
Spring 2023,CHEM,8399,12,10613,Doctoral Dissertation,Cai,Chengzhi,0,0,0,0,0,1,0,
Spring 2023,CHEM,8999,2,10641,Doctoral Dissertation,Teets,Thomas,2,0,0,0,0,0,0,4.0
Spring 2023,CHEM,8999,3,10642,Doctoral Dissertation,Lee,T Randall,0,0,0,0,0,3,0,
Spring 2023,CHEM,8999,6,10645,Doctoral Dissertation,Gilbertson,Scott R,2,0,0,0,0,0,0,4.0
