TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Summer 2022,PHOP,6257,6,13106,Research Practicum B,Harrison,Wendy W,1,0,0,0,0,0,0,4
Summer 2022,ECE,8498,21,16822,Doctoral Research,Shireen,Wajiha,0,0,0,0,0,1,0,0
Summer 2022,GEOL,8698,3,16344,Doctoral Research,Beverly,Emily Jane,0,0,0,0,0,1,0,0
Summer 2022,ECE,8498,17,16815,Doctoral Research,Chen,Ji,0,0,0,0,0,4,0,0
Summer 2022,ACCT,4380,1,15562,Contro & Sec Intern Fin Inform,Kahl,Keith E,2,0,0,0,0,0,0,4
Summer 2022,ACCT,7396,2,13351,Accounting Internship,Newman,Michael Ray,0,0,0,0,0,1,0,0
Summer 2022,BIOE,8398,18,16418,Doctoral Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,2,0,0
Summer 2022,SOCW,7397,17,17186,Selected Topics in Social Work,Mollhagen,Amber Mayo,1,0,0,0,0,0,0,4
Summer 2022,KIN,3304,1,13466,Human Structure & Phys Perform,Breslin,Whitney L,10,23,7,2,0,0,1,2.992
Summer 2022,HRMA,4343,1,11251,Financial Admin for Hosp.Ind.,Koh,Yoon,15,10,6,2,0,0,1,3.102
Summer 2022,PHYS,1101,4,11158,College Physics I (lab),Maric,Sladjana,1,14,7,0,0,0,1,2.712
Summer 2022,PSYC,3339,2,13480,Intro To Clinical Psychology,Zegel,Maya,37,3,0,1,1,0,1,3.754
Summer 2022,PHYS,1101,5,12780,College Physics I (lab),Wood,Lowell T,2,7,4,1,0,0,1,2.714
Summer 2022,ENTR,3310,4,13362,Entrepreneurship,Ortega,Carlos Alberto,78,15,4,0,0,0,0,3.685
Summer 2022,HLT,3380,1,13584,Culture and Health,Kamdar-Sharif,Amber,42,5,3,0,0,0,0,3.688
Summer 2022,COSC,8698,115,13292,Doctoral Research,Laszka,Aron,0,0,0,0,0,6,0,0
Summer 2022,LAW,5228,2,12157,Judicial Externship I,Powers,William,0,0,0,0,0,1,0,0
Summer 2022,ECE,8699,1,16844,Doctoral Dissertation,Contreras-Vidal,Jose Luis,0,0,0,0,0,1,0,0
Summer 2022,INDE,8398,1,11003,Doctoral Research,Lim,Gino Jinho,0,0,0,0,0,1,0,0
Summer 2022,MECE,8298,4,16548,Doctoral Research,Floryan,Daniel,0,0,0,0,0,1,0,0
Summer 2022,ECE,6298,3,16863,Research,Li,Xingpeng,0,0,0,0,0,1,0,0
Summer 2022,BIOL,8698,15,17077,Doctoral Research,Warner,Margaret,0,0,0,0,0,1,0,0
Summer 2022,PEP,8350,1,17158,HHP Candidacy Project Research,Lee,Dong Hun,1,0,0,0,0,0,0,4
Summer 2022,PSYC,6398,11,16888,Independent Studies,Reyes,Denise Lucia,0,0,0,0,0,0,0,0
Summer 2022,COSC,8399,127,17303,Doctoral Dissertation,Subhlok,Jaspal,0,0,0,0,0,1,0,0
Summer 2022,PETR,8598,1,16509,Doctoral Research,Soliman,Mohamed Yousef,0,0,0,0,0,1,0,0
Summer 2022,PSYC,7399,4,11942,Masters Thesis,Bick,Johanna R,0,0,0,0,0,1,0,0
Summer 2022,PSYC,6398,9,12053,Independent Studies,Leasure,Jennifer Leigh,0,0,0,0,0,1,0,0
Summer 2022,NUTR,4333,1,11567,Med Nutr Therapy-Cardiovascula,Scott,Claudia W,4,12,12,1,0,0,0,2.61
Summer 2022,CHEM,1112,8,10866,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,7,2,0,0,0,2,3.166
Summer 2022,PSYC,3301,5,13610,Intro Psych Stats,Saiyed,Amna Shabbir,34,4,0,0,0,0,1,3.877
Summer 2022,MANA,3335,4,12671,Intro Org Behavior and Mgmt,Currie,Daniel David,100,19,8,0,0,0,8,3.691
Summer 2022,BIOL,2101,4,11341,Anatomy & Physiology Lab I,Gill,Tejendra,2,17,1,0,2,0,1,2.653
Summer 2022,MATH,2312,5,11626,Precalculus,Douglas,Casey,14,7,4,3,5,0,4,2.647
Summer 2022,ACCT,2302,7,15311,Prin of Managerial Accounting,Newman,Michael Ray,11,6,0,0,0,0,1,3.666
Summer 2022,LAW,5228,1,12156,Judicial Externship I,Van Arsdel,Kristina G,0,0,0,0,0,6,0,0
Summer 2022,GENB,7303,3,15341,Prof Accounting Communication,Newman,Michael Ray,10,2,0,0,0,0,0,3.888
Summer 2022,ENGL,1302,13,13126,First Year Writing II,Downey,Carlton M,19,1,0,0,2,0,0,3.606
Summer 2022,SPAN,4313,1,13672,Advanced Eng/Span Translation,Arboleda,Paola,6,7,2,0,0,0,1,3.245
Summer 2022,CHEE,8398,11,10939,Doctoral Research,Orman,Mehmet,0,0,0,0,0,4,0,0
Summer 2022,CHEM,8698,10,10713,Doctoral Research,Chen,Tai-Yen,0,0,0,0,0,3,0,0
Summer 2022,HON,4398,1,16940,Independent Study,Cremins,Robert Paul,1,0,0,0,0,0,0,4
Summer 2022,FORE,6398,1,11708,Special Problems in Foresight,Hines,Andrew Lewis,1,0,0,0,0,0,0,4
Summer 2022,MATH,8698,16,13227,Doctoral Research,Mang,Andreas,0,0,0,0,0,1,0,0
Summer 2022,SOCW,7384,1,11131,Field Practicum III - Clinical,Gonzales,Shelley A,0,0,0,0,0,11,0,0
Summer 2022,BIOE,6343,1,13081,Global Healthcare,Akay,Yasemin M,14,0,0,0,0,0,0,3.882
Summer 2022,DIGM,3354,30,11863,Video Production 1,Snyder,Philip Charles,11,6,2,2,3,0,0,2.723
Summer 2022,ENGL,1302,10,13123,First Year Writing II,Rolater,Sara C,9,8,0,0,2,0,5,3.123
Summer 2022,MANA,   6A83,2,13485,Strategic Analysis,Celly,Nikhil,13,1,0,0,0,0,0,3.929
Summer 2022,ATP,7302,1,11781,Gen Med/Pharm 2-Pathophysiolog,Knoblauch,Mark Alan,14,1,0,0,0,0,0,3.933
Summer 2022,CIS,2336,1,13509,Internet Application Developmt,Faiyaz,Sajida,8,7,7,0,0,0,1,3.09
Summer 2022,PETR,8398,8,16505,Doctoral Research,Myers,Michael Tolbert,0,0,0,0,0,3,0,0
Summer 2022,COSC,4398,101,17190,Independent Study,Cheng,Albert M K,0,0,0,0,0,2,0,0
Summer 2022,GENB,5303,1,11757,Prof Acct Communication,Newman,Michael Ray,1,3,1,0,0,0,0,3.132
Summer 2022,MANA,7392,2,12892,Managerial Issues,Walker,William A,12,0,0,0,0,0,1,4
Summer 2022,CUIN,7356,4,17282,Issues in Distance Education,Dogan,Bulent,1,0,0,0,0,0,0,4
Summer 2022,SOCW,7397,4,17343,Selected Topics in Social Work,Gonzales,Shelley A,0,0,0,0,0,1,0,0
Summer 2022,ACCT,5368,2,15320,Intermediate Accounting II,Sun,Xue,3,1,2,0,0,0,0,3.167
Summer 2022,CIS,2334,1,12705,Information Systems Applicatns,Lendasse,Amaury,26,4,9,2,0,0,6,3.301
Summer 2022,ACCT,2302,1,11572,Prin of Managerial Accounting,Weber,Catherine K,11,13,5,3,0,0,0,3.031
Summer 2022,COSC,4377,301,13048,Intro To Computer Networks,Long,Kevin B,35,42,11,1,1,0,2,3.211
Summer 2022,COMM,3353,2,11754,Information & Comm Tech I,Liu,Youmei,12,5,4,0,0,0,2,3.397
Summer 2022,HLT,3301,2,13205,Health Behavior Theories,Bennett,Kristin C,19,1,0,0,1,0,0,3.746
Summer 2022,CIS,2348,2,16031,Info Systems Appl Development,Ratner,Edward,6,4,8,5,2,0,0,2.214
Summer 2022,COMM,2320,1,11248,Fundamentals Media Production,Crowe,Craig Warren,28,2,0,0,0,0,1,3.779
Summer 2022,NUTR,4351,1,16199,Gerontology and Nutrition,Svendsen-Sanchez,Ann Carol,25,14,9,2,3,0,2,2.932
Summer 2022,PSYC,8399,15,12325,Doctoral Dissertation,Zvolensky,Michael J,0,0,0,0,0,4,0,0
Summer 2022,BIOE,8198,16,17364,Doctoral Research,Pollonini,Luca,0,0,0,0,0,1,0,0
Summer 2022,LAW,5229,2,12159,Judicial Externship II,Archer,Anna M,0,0,0,0,0,1,0,0
Summer 2022,ENTR,3312,2,10526,Corporate Entrepreneurship,Karonika,John R,22,17,5,1,1,0,3,3.311
Summer 2022,MANA,   6A25,1,11585,Ethical Leadrshp & Crit Reason,Carlin,Barbara A,16,13,2,0,0,0,0,3.42
Summer 2022,SOCW,7397,6,15662,Selected Topics in Social Work,Dettlaff,Alan J,14,0,0,0,0,0,0,4
Summer 2022,ACCT,3368,4,15319,Intermediate Accounting II,Sun,Xue,6,12,7,1,1,0,0,2.753
Summer 2022,ECON,3368,1,12118,Economics of Health Care,Zhivan,Natalia A.,9,11,9,5,4,0,0,2.421
Summer 2022,IDNS,2197,2,16267,Top-Natrl Sci & Mth,Pattison,Donna,0,0,0,0,0,42,0,0
Summer 2022,DIGM,1300,30,13439,Introduction to Digital Media,Waite,Jerry J,8,5,5,1,2,0,0,2.715
Summer 2022,ENGL,2315,2,16112,Literature and Film,Sicinski,Michael J,14,9,1,0,1,0,0,3.334
Summer 2022,PHAR,4280,1,10008,Med/Pt Safety & Informatics,Varkey,Divya A,105,1,0,2,0,0,0,3.935
Summer 2022,KIN,4690,1,11242,Internship in Sport Admin 1,Walsh,David W,11,1,0,1,0,0,0,3.642
Summer 2022,SPEC,6367,1,13435,Special Education for Leaders,McCormick,Marina,9,2,1,0,1,0,0,3.258
Summer 2022,FINA,7323,1,12965,Applied Equity Fund Management,George,Thomas J,17,0,0,0,0,0,0,4
Summer 2022,SOCW,7385,1,11154,Field Practicum IV- Clinical,Gonzales,Shelley A,0,0,0,0,0,17,0,0
Summer 2022,COMM,3353,1,11142,Information & Comm Tech I,Liu,Youmei,12,8,1,1,1,0,2,3.275
Summer 2022,ENGL,1302,7,12460,First Year Writing II,Krajniak,Matthew J,7,8,4,2,2,0,1,2.696
Summer 2022,NURS,6331,1,13543,Advanced Pharmacotherapy,Dwyer,Carol Ann,5,2,1,0,0,0,0,3.5
Summer 2022,CHEE,8399,21,16266,Doctoral Dissertation,Krishnamoorti,Ramanan,0,0,0,0,0,2,0,0
Summer 2022,ACCT,5337,2,12904,Management Accounting,Serrato,Darlene Marie  Bohac,2,0,0,0,0,0,0,3.835
Summer 2022,BIOL,6698,15,16947,Special Problems,Amaral Antunes,Dinler,0,0,0,0,0,2,0,0
Summer 2022,HRD,4352,1,11729,Facilitation Strategies,Hampton,Elaine Denae,10,3,0,0,0,0,0,3.718
Summer 2022,ECE,8298,17,16805,Doctoral Research,Chen,Ji,0,0,0,0,0,2,0,0
Summer 2022,HRD,6396,1,11545,Internship in Human Res. Dev.,Shirmohammadi,Melika,3,0,0,0,0,0,0,4
Summer 2022,FINA,3332,2,13138,Prin of Financial Management,Chisholm,Darla,2,1,1,0,0,0,1,3.25
Summer 2022,POLS,3313,2,12199,Intro Internatl Relatns,Vardy,Ronald V,23,11,3,0,0,0,2,3.523
Summer 2022,PHIL,1361,1,12178,Philosophy and the Arts,Drapela,Nick Gerard,6,2,5,1,2,0,1,2.48
Summer 2022,MATH,5389,1,11333,Survey of Mathematics,Etgen,Garret J,6,6,0,0,0,0,0,3.583
Summer 2022,CHEM,1111,9,11462,Fundamentals of Chm Lab,Zaitsev,Vladimir G,8,9,2,0,0,0,0,3.194
Summer 2022,CHEE,8298,16,16297,Doctoral Research,Rimer,Jeffrey,0,0,0,0,0,6,0,0
Summer 2022,PHAR,5217,1,12942,Pediatric Therapeutics,Rogers,Elizabeth Coyle,46,1,0,0,0,0,0,3.979
Summer 2022,COMM,3361,1,12865,Advertising Copywriting,Clark,Thomas R,9,0,3,0,0,0,0,3.5
Summer 2022,ECE,8298,3,16665,Doctoral Research,Yao,Yan,0,0,0,0,0,4,0,0
Summer 2022,PHAR,5663,2,11130,Pharmacy Management,Truong,Mabel,5,0,0,0,0,0,0,4
Summer 2022,PSYC,7397,4,16878,Selected Topics in Psychology,Harris,Gerald E,0,0,0,0,0,1,0,0
Summer 2022,CHEE,8298,21,16302,Doctoral Research,Zerze,Gul,0,0,0,0,0,2,0,0
Summer 2022,ENGI,2304,8,13060,Technical Communications,Downey,Carlton M,12,1,0,0,0,0,2,3.948
Summer 2022,LAW,5407,10,11597,Judicial Externship I,Worrell,Carey Ann,0,0,0,0,0,2,0,0
Summer 2022,CHEE,8398,15,11395,Doctoral Research,Willson,Richard,0,0,0,0,0,1,0,0
Summer 2022,PHAR,5690,3,11715,Internal Medicine,Fernandez,Julianna M,2,0,0,0,0,0,0,4
Summer 2022,SPEC,8365,1,13452,Admin-Supv Special Educ,Malechuk,Brian Edward,10,0,0,0,0,0,0,4
Summer 2022,PHOP,6167,4,16647,Research Practicum A,Ritchey,Eric R,0,0,0,0,0,1,0,0
Summer 2022,BIOE,8198,2,16450,Doctoral Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,2,0,0
Summer 2022,COMD,7391,15,12551,Clinic in Speech Lang Disorder,Bolling,Kenyetta,1,0,0,0,0,0,0,3.67
Summer 2022,HRD,6303,30,12911,Assessment & Evaluation in Hrd,White,Shironda,7,0,0,0,0,0,0,4
Summer 2022,GEOL,8399,6,17069,Doctoral Dissertation,Brandon,Alan,0,0,0,0,0,1,0,0
Summer 2022,MECE,8498,12,16626,Doctoral Research,Franchek,Matthew,0,0,0,0,0,2,0,0
Summer 2022,ECE,8298,9,16676,Doctoral Research,Jackson,David R,0,0,0,0,0,1,0,0
Summer 2022,PHYS,8399,28,10350,Doctoral Dissertation,Renshaw,Andrew,1,0,0,0,0,0,0,4
Summer 2022,BIOL,8698,1,10112,Doctoral Research,Rodrigues,Debora Frigi,0,0,0,0,0,1,0,0
Summer 2022,BCHS,6698,2,16582,Special Problems,Lekven,Arne,0,0,0,0,0,1,0,0
Summer 2022,RELS,3337,1,13575,Theologies from the Margins,Pegoda,Andrew Joseph,3,2,1,0,2,0,1,2.459
Summer 2022,CIVE,8198,10,16370,Doctoral Research,Krakowiak,Konrad,0,0,0,0,0,1,0,0
Summer 2022,ECON,6693,1,11726,Master's Research Project,Zhivan,Natalia A.,4,0,0,0,0,0,0,4
Summer 2022,COMM,4398,2,16976,Independent Study,Crowe,Craig Warren,3,0,0,0,0,0,0,4
Summer 2022,LAW,6300,11,12331,Govt Nonprofit Extshp I,Van Arsdel,Kristina G,0,0,0,0,0,1,0,0
Summer 2022,PSYC,8399,21,16950,Doctoral Dissertation,Hoff,Kevin,0,0,0,0,0,3,0,0
Summer 2022,MECE,8498,18,16983,Doctoral Research,Prosperetti,Andrea,0,0,0,0,0,1,0,0
Summer 2022,PSYC,7399,12,17112,Masters Thesis,Alfano,Candice A,1,0,0,0,0,0,0,4
Summer 2022,LAW,5110,1,10035,Law Review,Sanders,Joseph,0,0,0,0,0,1,0,0
Summer 2022,MECE,8498,16,16818,Doctoral Research,Hoskere,Vedhus,0,0,0,0,0,1,0,0
Summer 2022,PHOP,6157,8,16707,Research Practicum B,Porter,Jason,1,0,0,0,0,0,0,4
Summer 2022,MATH,6398,9,10135,Special Problems,Fitzgibbon,William E,0,0,0,0,0,1,0,0
Summer 2022,MATH,1324,3,13406,Finite Math with Applications,Caglar,Atife,5,13,9,12,12,0,1,1.745
Summer 2022,GEOL,8398,2,16924,Doctoral Research,Rappenglueck,Bernhard,0,0,0,0,0,0,0,0
Summer 2022,CHEM,2125,3,11381,Organic Chemistry Lab II,Zaitsev,Vladimir G,4,13,0,0,1,0,1,3.092
Summer 2022,MECE,3338,1,13063,Dynamic & Control of Mech Syst,Hammami,Farah,2,12,13,2,0,0,0,2.437
Summer 2022,ECE,8598,7,17119,Doctoral Research,Chen,Yuhua,0,0,0,0,0,1,0,0
Summer 2022,PHOP,8198,1,17281,Doctoral Research,Coulson-Thomas,Vivien J,0,0,0,0,0,0,0,0
Summer 2022,BZAN,7320,1,10004,Bus Modeling For Comp Adv,Wiley,Briceon C,9,0,0,0,0,0,0,4
Summer 2022,MATH,3333,1,12367,Intermediate Analysis,Kalantar,Mehrdad,4,9,1,0,2,0,3,2.771
Summer 2022,COSC,6398,131,17258,Special Problems,Wu,Panruo,0,0,0,0,0,1,0,0
Summer 2022,MECE,8498,22,17057,Doctoral Research,Sun,Li,0,0,0,0,0,3,0,0
Summer 2022,CIVE,7397,1,16142,Selected Topics,Vipulanandan,Cumaraswamy,9,1,0,0,0,0,0,3.933
Summer 2022,THEA,6181,1,12229,Applying Method Des/Dramaturgy,Shimko,Robert B,11,0,0,0,0,0,0,4
Summer 2022,BIOL,2102,3,11437,Anatomy & Physiology II (lab),Gill,Tejendra,5,9,3,2,3,0,1,2.53
Summer 2022,GEOL,1103,4,13403,Physical Geology Lab,Sisson,Virginia B,5,2,1,0,0,0,1,3.5
Summer 2022,MECE,8298,5,16554,Doctoral Research,Zhao,Bo,0,0,0,0,0,1,0,0
Summer 2022,ECE,8398,6,16703,Doctoral Research,Li,Xingpeng,0,0,0,0,0,1,0,0
Summer 2022,MANA,4336,1,12166,Legal Ethical Env of HR Mgt,Krylova,Ksenia O,5,11,5,0,2,0,1,2.696
Summer 2022,CHEE,2331,2,12960,Chemical Processes,Kowal,Marsha Christine,2,3,1,0,0,0,0,3.057
Summer 2022,CHEE,8298,12,16293,Doctoral Research,Mountziaris,Triantafillos John,0,0,0,0,0,1,0,0
Summer 2022,ECON,3332,1,10055,Intermediate Microeconomics,Sugiura,Ko,3,1,8,0,3,0,0,2.133
Summer 2022,MANA,4353,1,13475,Mgmt Training and Career Devel,Bozeman,Dennis,34,8,6,2,0,0,0,3.526
Summer 2022,SOCW,7397,3,13931,Selected Topics in Social Work,Lucas,Virginia,24,2,0,0,0,0,0,3.91
Summer 2022,LAW,5120,1,13415,Texas Legal Research,Dykes,Christopher,7,10,0,0,0,0,0,3.392
Summer 2022,DIGM,3351,30,11861,Individ Comm Processes,Waite,Jerry J,22,8,3,0,1,0,0,3.471
Summer 2022,PHYS,8398,39,10457,Doctoral Research,Kakadiaris,Ioannis A.,0,0,0,0,0,1,0,0
Summer 2022,LAW,6300,3,11600,Govt Nonprofit Extshp I,Hancock,Amy Sladczyk,0,0,0,0,0,4,0,0
Summer 2022,BIOL,6698,4,16442,Special Problems,Mohan,Chandra,0,0,0,0,0,2,0,0
Summer 2022,BTEC,6399,3,17372,Thesis,Iyer,Rupa S,0,0,0,0,0,0,0,0
Summer 2022,PHYS,1101,5,12780,College Physics I (lab),Maric,Sladjana,2,7,4,1,0,0,1,2.714
Summer 2022,PSYC,3325,2,12357,Psychology of Personality,Cano,Kiana Ellen,32,6,4,2,0,0,2,3.575
Summer 2022,TLIM,4371,30,12933,Leading Change in the Wrkplace,Evans,Gerald S,20,8,0,0,0,0,0,3.679
Summer 2022,BIOE,8399,5,16430,Doctoral Dissertation,Francis,Joseph Thachil,1,0,0,0,0,0,0,4
Summer 2022,COMM,4357,1,15529,Intercultural Communication,Vaughn,Ginger Koto,16,3,0,0,0,0,1,3.877
Summer 2022,SOCW,7325,3,13423,Assessment in SW Practice,Xu,Wen,25,0,0,0,0,0,0,3.974
Summer 2022,BIOL,6698,1,16334,Special Problems,Chung,Sanghyuk,0,0,0,0,0,9,0,0
Summer 2022,SOCW,7347,3,12910,SW Practice & Interv in School,Leger,Jan Ellen,12,1,1,0,0,0,0,3.739
Summer 2022,ECE,8598,4,10995,Doctoral Research,Jackson,David R,0,0,0,0,0,1,0,0
Summer 2022,COSC,8698,127,13247,Doctoral Research,Subhlok,Jaspal,0,0,0,0,0,1,0,0
Summer 2022,PSYC,6365,6,13364,Dir Rsch in Dev Cog Beh Neuro,Leasure,Jennifer Leigh,0,0,0,0,0,2,0,0
Summer 2022,PCOL,6498,6,17142,Special Problems,Trivedi PhD,Meghana,0,0,0,0,0,1,0,0
Summer 2022,ECON,6693,1,11726,Master's Research Project,Boul,Ruxandra,4,0,0,0,0,0,0,4
Summer 2022,HRMA,4352,1,13412,Hosp Organizational Behavior,Jarvis,Nathan Alexander,20,3,7,2,3,0,3,2.962
Summer 2022,PSYC,2301,4,12119,Introduction to Psychology,Lipschutz,Rebecca Sara,36,18,1,1,1,0,1,3.48
Summer 2022,SPAN,2312,1,10085,Intermediate Spanish II,Said White,Erika,14,4,1,0,0,0,1,3.719
Summer 2022,CIVE,8598,17,16393,Doctoral Research,Vipulanandan,Cumaraswamy,0,0,0,0,0,2,0,0
Summer 2022,PSYC,8399,19,16754,Doctoral Dissertation,Vujanovic,Anka Anna,0,0,0,0,0,1,0,0
Summer 2022,LAW,5500,1,12010,Government and Nonprofit Exter,Powers,William,0,0,0,0,0,3,0,0
Summer 2022,GERM,3350,1,12843,20Th C Thru German Culture,Kleinheider,Julia D,5,2,1,0,2,0,1,2.734
Summer 2022,PSYC,6352,5,16887,Directed Rsch in I/O Psyc,Reyes,Denise Lucia,0,0,0,0,0,1,0,0
Summer 2022,MANA,4355,2,13478,Selection and Staffing,Bozeman,Dennis,16,11,4,0,0,0,0,3.451
Summer 2022,INDE,8398,3,13311,Doctoral Research,Feng,Qianmei,0,0,0,0,0,1,0,0
Summer 2022,PHYS,1101,2,10450,College Physics I (lab),Maric,Sladjana,1,11,5,1,0,0,0,2.593
Summer 2022,ARTS,3316,1,15643,Relief Printmaking,Nesbit,Tiffany Angel,13,0,0,0,0,0,0,3.949
