TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Fall 2022,ARCH,4373,1,10061,Urban Environments,Rifaat,Shafik I,36,76,0,0,1,0,2,3.298
Fall 2022,ARCH,5500,3,10064,Architecture Design Studio IX,Longoria,Rafael R,5,1,0,0,0,0,0,3.668
Fall 2022,ARCH,6301,1,10066,Visual Studies I,Logan,Jason,5,4,0,0,0,0,0,3.629
Fall 2022,ARCH,6340,1,10068,Architectural History Survey I,Ramaswamy,Deepa,7,3,0,0,0,0,0,3.7
Fall 2022,ARCH,7600,1,10076,Architecture Design Studio V,Race,Bruce Alan,3,5,0,0,0,0,0,3.458
Fall 2022,INDS,2340,1,10078,Visual Communication,Jamjoom,Zain Ahmed,11,9,4,1,1,0,2,3.102
Fall 2022,INDS,2355,1,10080,Design History I,Ramirez,Enrique,16,1,3,2,0,0,1,3.289
Fall 2022,INDS,3500,1,10084,Industrial Design Studio V,Feng,Jeff Feng,3,5,0,0,0,0,0,3.499
Fall 2022,INDS,4500,1,10086,Industrial Design Studio VII,Kimbrough,Mark S,8,3,1,0,0,0,0,3.638
Fall 2022,ACCT,2301,1,10089,Prin of Financial Accounting,Goble,Samuel,38,45,24,8,7,0,10,2.868
Fall 2022,ACCT,2301,3,10091,Prin of Financial Accounting,Goble,Samuel,43,60,35,12,7,0,11,2.827
Fall 2022,ACCT,2301,4,10092,Prin of Financial Accounting,Goble,Samuel,35,41,23,4,2,0,2,3.044
Fall 2022,ACCT,3377,1,10093,Cost Accounting,Lin,Haijin,19,16,9,4,1,0,3,2.959
Fall 2022,ACCT,3377,2,10094,Cost Accounting,Lin,Haijin,22,14,6,2,0,0,4,3.273
Fall 2022,ACCT,3368,1,10096,Intermediate Accounting II,Muslu,Volkan,2,10,7,1,2,0,0,2.319
Fall 2022,ACCT,4335,3,10101,Financial Statement Auditing,Zhao,Yuping,16,38,11,2,0,0,0,3.054
Fall 2022,ACCT,4375,1,10103,Internal Audit Entity Environ,Brant Jr.,Robert Edward,6,11,3,0,0,0,0,3.249
Fall 2022,ACCT,5367,1,10105,Intermediate Accounting I,Noland,Thomas R,6,3,3,0,0,0,3,3.278
Fall 2022,ACCT,6331,1,10106,Financial Accounting,Larson,Chad R,17,4,1,0,1,0,0,3.565
Fall 2022,ACCT,6331,2,10107,Financial Accounting,Larson,Chad R,12,18,3,1,0,0,3,3.225
Fall 2022,ACCT,6331,4,10108,Financial Accounting,Lobo,Gerald,14,15,0,0,0,0,2,3.358
Fall 2022,ACCT,7330,1,10109,Advanced Accounting,Ramaswamy,Vinita,7,5,0,0,0,0,0,3.583
Fall 2022,ACCT,7330,2,10110,Advanced Accounting,Ramaswamy,Vinita,15,11,4,0,0,0,1,3.444
Fall 2022,ACCT,7340,2,10112,Financial Statement Analysis,Lu,Tong,14,3,2,0,0,0,0,3.597
Fall 2022,ACCT,7375,1,10114,Corporate Taxation,Fernandez,Ramon,7,9,2,0,0,0,0,3.314
Fall 2022,ACCT,8699,1,10115,Doctoral Dissertation,Lobo,Gerald,1,0,0,0,0,1,0,4.0
Fall 2022,ACCT,8999,1,10116,Doctoral Dissertation,Lu,Tong,0,0,0,0,0,1,0,
Fall 2022,ENTR,3310,1,10117,Entrepreneurship,Ortega,Carlos Alberto,149,55,7,1,3,0,2,3.625
Fall 2022,ENTR,3310,2,10118,Entrepreneurship,Wilbur,Stephen,138,95,29,9,5,0,3,3.244
Fall 2022,ENTR,3312,1,10119,Corporate Entrepreneurship,Karonika,John R,27,11,2,1,1,0,6,3.429
Fall 2022,ENTR,3312,2,10120,Corporate Entrepreneurship,Karonika,John R,26,13,4,2,3,0,0,3.078
Fall 2022,ENTR,3312,3,10121,Corporate Entrepreneurship,Lish,Alan D,36,47,13,1,1,0,2,3.174
Fall 2022,FINA,3332,3,10122,Prin of Financial Management,Chisholm,Darla,28,30,50,31,21,0,37,2.073
Fall 2022,FINA,4354,1,10123,Risk Management,Kapatos,Nick Gus,16,31,10,2,0,0,2,3.012
Fall 2022,FINA,4355,1,10124,International Risk Management,Kapatos,Nick Gus,7,7,1,0,0,0,0,3.312
Fall 2022,FINA,4357,1,10125,Commercial Liability,Kapatos,Nick Gus,9,12,3,2,0,0,1,3.115
Fall 2022,FINA,6387,1,10126,Managerial Analysis,Basu,Swati,24,11,0,0,0,0,1,3.723
Fall 2022,FINA,6398,1,10127,Research,Bean,Gregory S.,1,0,0,0,0,0,0,4.0
Fall 2022,FINA,8699,3,10130,Doctoral Dissertation,Jacobs,Kris,0,0,0,0,0,1,0,
Fall 2022,BUSI,4396,1,10132,Business Internship,Hopkins,Troy D,0,0,0,0,0,34,0,
Fall 2022,GENB,6398,1,10133,Research,Ma,Xiao,1,0,0,0,0,0,0,4.0
Fall 2022,MANA,3335,1,10134,Intro Org Behavior and Mgmt,Sebastijanovic,Marina,232,54,6,1,2,0,2,3.693
Fall 2022,MANA,3335,4,10135,Intro Org Behavior and Mgmt,Currie,Daniel David,174,97,20,4,2,0,3,3.428
Fall 2022,MANA,4330,1,10137,Intro to Strategic HR Mgt,Phillips,James S,157,57,9,3,4,0,5,3.535
Fall 2022,MANA,4330,2,10138,Intro to Strategic HR Mgt,Fernandez,Alejandro,8,0,0,0,0,0,0,3.876
Fall 2022,MANA,8999,1,10142,Doctoral Dissertation,Atwater,Leanne E,1,0,0,0,0,0,0,4.0
Fall 2022,MARK,3337,1,10143,Professional Selling,Ahearne,Michael,164,88,16,5,2,0,6,3.462
Fall 2022,MARK,4389,1,10144,Marketing Strategy & Planning,Koch,Steven F.,30,1,0,0,0,0,0,3.957
Fall 2022,MARK,4389,2,10145,Marketing Strategy & Planning,Lish,Alan D,26,10,2,2,0,0,0,3.434
Fall 2022,MARK,4389,3,10146,Marketing Strategy & Planning,Randazzo,Gary W,22,8,1,0,0,0,0,3.635
Fall 2022,MARK,4389,4,10147,Marketing Strategy & Planning,Beveridge,Ivana,26,5,0,0,0,0,1,3.807
Fall 2022,MARK,4373,1,10148,Advanced Professional Selling,Bremer,Justin,28,0,0,0,0,0,0,4.0
Fall 2022,MARK,4374,1,10149,Sales Management,Webb,James R,18,1,0,0,0,0,1,3.878
Fall 2022,MARK,4374,2,10150,Sales Management,Webb,James R,23,0,1,0,0,0,0,3.903
Fall 2022,MARK,4375,1,10151,Key Account Selling,Webb,James R,16,3,0,0,0,0,0,3.755
Fall 2022,MARK,7374,1,10152,New Product Development,Lish,Alan D,11,11,1,0,0,0,1,3.392
Fall 2022,MARK,8398,1,10153,Special Problems,Ahearne,Michael,1,0,0,0,0,0,0,4.0
Fall 2022,ACCT,4330,1,10157,Advanced Accounting,Ramaswamy,Vinita,1,5,3,0,0,0,0,3.034
Fall 2022,ENTR,3312,4,10159,Corporate Entrepreneurship,Lish,Alan D,25,62,8,2,1,0,2,3.126
Fall 2022,ACCT,7370,1,10160,Adv Fin Statement Auditing,Zhao,Yuping,41,5,0,0,0,0,0,3.877
Fall 2022,ENTR,7336,1,10175,Entrepreneurship Overview,Wilbur,Stephen,13,13,1,0,0,0,0,3.396
Fall 2022,ACCT,2301,8,10177,Prin of Financial Accounting,Goble,Samuel,53,77,19,8,6,0,8,3.083
Fall 2022,STAT,3331,1,10178,Statistical Anal Bus Appl I,Wiley,Briceon C,102,82,63,20,1,0,24,2.952
Fall 2022,SCM,3301,2,10180,SCM Fundamentals,Miller,Bradley D,292,207,42,8,0,0,4,3.417
Fall 2022,BCIS,1305,1,10181,Business Computer Applications,Felvegi,Emese,22,3,1,0,0,0,0,3.808
Fall 2022,BCIS,1305,2,10182,Business Computer Applications,Felvegi,Emese,168,46,16,9,10,0,0,3.402
Fall 2022,MIS,3370,1,10183,Info Systems Development Tools,Knighton,William B,18,11,14,3,4,0,13,2.72
Fall 2022,MIS,3371,1,10184,Transaction Processing Sys I,Messinger,Jacob Nelson,65,28,9,1,1,0,1,3.449
Fall 2022,FINA,4370,1,10186,Energy Trading,Smith III,Edwin A,11,4,5,1,0,0,1,3.19
Fall 2022,FINA,4371,1,10187,Energy Value Chain,Slaughter,Andrew Jeremy,3,8,0,0,1,0,1,2.973
Fall 2022,MARK,4373,2,10189,Advanced Professional Selling,Pingel,John W,31,0,0,0,0,0,0,3.989
Fall 2022,ARED,6365,1,10198,Integrative Art Teaching,Boyaki Wilson,Amanda R,1,1,0,0,0,0,0,3.335
Fall 2022,CUIN,3310,1,10199,Bilingual Education,Leon,Maredil Josefina,13,1,0,0,0,0,0,3.858
Fall 2022,CUIN,4375,2,10200,Classroom Management,Snead,Lauren Oropeza,16,0,0,0,0,0,0,3.979
Fall 2022,CUIN,7336,1,10202,Popular Culture in Education,Brower,Samuel Richard,8,1,0,0,0,0,0,3.852
Fall 2022,CUIN,8398,7,10203,Independent Study,Chung,Sheng Kuan,0,1,0,0,0,0,0,3.33
Fall 2022,EDUC,4314,1,10204,Student Teaching Sec,Culpepper,Shea Mosley,15,5,0,0,0,0,3,3.701
Fall 2022,EDUC,4315,1,10205,Student Teaching Sec,Thompson,Amber M,12,0,0,0,0,0,1,4.0
Fall 2022,EDUC,4316,1,10206,Student Teach Art Elem,Culpepper,Shea Mosley,6,0,0,0,0,0,1,4.0
Fall 2022,EDUC,4317,1,10207,Student Tch Art Sec,Thompson,Amber M,5,0,0,0,0,0,0,4.0
Fall 2022,EDUC,4318,1,10208,Student Tch Music Elem,McGinnis,Emily Jane,3,0,0,0,0,0,0,4.0
Fall 2022,EDUC,4319,1,10209,Student Tch Music Sec,McGinnis,Emily Jane,3,0,0,0,0,0,0,4.0
Fall 2022,EDUC,4325,1,10210,Student Teaching 4-8 2Nd 7 Wks,Thompson,Amber M,17,1,0,0,0,0,0,3.963
Fall 2022,PHLS,6325,1,10212,Theories of Counseling,Lee,Jungeun,11,1,0,0,0,0,0,3.834
Fall 2022,PHLS,6330,1,10213,Human Growth-Developmnt,Whitaker,Rachael Gwin,10,2,0,0,0,0,0,3.888
Fall 2022,HDFS,1300,1,10214,Dev of Contemporary Families,Jordan,Erica F,83,50,5,2,3,0,1,3.392
Fall 2022,HDFS,1300,7,10220,Dev of Contemporary Families,Jordan,Erica F,71,49,15,4,2,0,2,3.284
Fall 2022,HDFS,4393,1,10224,Internship in HDFS,Conston,Toya,15,0,0,0,0,0,1,4.0
Fall 2022,HLT,1353,1,10225,Personal Health,Rafique,Kiran Sajid,78,11,3,3,2,0,1,3.592
Fall 2022,HLT,2320,1,10226,Introduction to Public Health,Proctor,Robin Ann,79,16,2,0,1,0,2,3.681
Fall 2022,HLT,3300,1,10227,Social Health and Wellness,Farmer,Jennifer,85,9,3,1,1,0,1,3.704
Fall 2022,HLT,3306,1,10228,Environmental Health,Behjat,Amirmohsen,41,45,24,6,10,0,13,2.804
Fall 2022,HLT,4306,1,10229,Women's Health Issues,Solari Williams,Kayce D.,52,19,2,3,1,0,1,3.52
Fall 2022,HLT,4392,1,10230,Field Work in Community Health,Solari Williams,Kayce D.,37,9,2,0,0,0,1,3.715
Fall 2022,HLT,4393,1,10231,Field Work in Com Health,Solari Williams,Kayce D.,4,2,0,0,0,0,0,3.557
Fall 2022,PHLS,6322,1,10232,Dimensions in Women's Health,Solari Williams,Kayce D.,2,0,0,0,0,0,0,4.0
Fall 2022,HDFS,4394,1,10233,Internship in HDFS,Conston,Toya,15,0,0,0,0,0,1,4.0
Fall 2022,PHLS,6345,1,10234,Atypical Growth & Behavior,Hurt,Kara Marie,20,4,0,0,0,0,0,3.833
Fall 2022,CUIN,4336,1,10235,Popular Culture in Education,Brower,Samuel Richard,14,3,0,0,0,0,1,3.804
Fall 2022,HLT,3301,1,10236,Health Behavior Theories,Drenner,Kelli Linn,19,26,3,0,0,0,0,3.278
Fall 2022,HLT,4302,1,10237,Hlt Aspect Human Sexuality,Drenner,Kelli Linn,41,17,10,5,2,0,5,3.138
Fall 2022,HLT,3381,1,10238,Hlt Promotn & Disease Preventn,Hill,Rosenda Murillo,64,22,2,1,0,0,0,3.652
Fall 2022,PHLS,8319,1,10239,Infer Stats in Psych/Educ Res,Fan,Weihua,12,0,0,0,0,0,0,4.0
Fall 2022,BIOE,6111,1,10240,Grad Bioengineering Seminar,Larin,Kirill,0,0,0,0,0,65,0,
Fall 2022,CHEE,2332,1,10241,Chem Engr Thermodyn I,Malamataris,Nikolaos,9,12,12,4,7,0,13,2.243
Fall 2022,CHEE,3300,1,10242,Materials Science & Engr I,Donnelly,Vincent M.,4,6,5,3,1,0,11,2.422
Fall 2022,CHEE,3333,1,10243,Chem Engr Thermodyn II,Orman,Mehmet,13,22,12,6,0,0,9,2.811
Fall 2022,CHEE,3334,1,10244,Stat/Num Tchqs for Chem Engrs,Nikolaou,Michael,14,22,13,0,5,0,4,2.747
Fall 2022,CHEE,3363,1,10245,Fluid Mechanics for Chem Engrs,Malamataris,Nikolaos,7,16,21,6,3,0,17,2.377
Fall 2022,CHEE,4321,1,10246,Chemical Engineering Design I,Smith,Christopher Michael,25,21,1,0,0,0,0,3.454
Fall 2022,CHEE,4361,1,10247,Chm Engr Practices,Cirino,Patrick C,36,7,3,0,0,0,0,3.653
Fall 2022,CHEE,4367,1,10250,Chemical Reaction Engineering,Bollini,Praveen P,56,37,2,1,1,0,1,3.424
Fall 2022,CHEE,6111,1,10252,Graduate Seminar,Mountziaris,Triantafillos John,0,0,0,0,0,66,0,
Fall 2022,CHEE,8298,2,10260,Doctoral Research,Bollini,Praveen P,0,0,0,0,0,4,0,
Fall 2022,CHEE,8298,3,10261,Doctoral Research,Cirino,Patrick C,0,0,0,0,0,2,0,
Fall 2022,CHEE,8298,4,10262,Doctoral Research,Conrad,Jacinta C,0,0,0,0,0,5,0,
Fall 2022,CHEE,8298,5,10263,Doctoral Research,Donnelly,Vincent M.,0,0,0,0,0,1,0,
Fall 2022,CHEE,8298,6,10264,Doctoral Research,Economou,Demetre J,0,0,0,0,0,0,0,
Fall 2022,CHEE,8298,7,10265,Doctoral Research,Grabow,Lars C,0,0,0,0,0,2,0,
Fall 2022,CHEE,8298,8,10266,Doctoral Research,Harold,Michael P,0,0,0,0,0,1,0,
Fall 2022,CHEE,8298,9,10267,Doctoral Research,Karim,Alamgir,0,0,0,0,0,6,0,
Fall 2022,CHEE,8298,10,10268,Doctoral Research,Krishnamoorti,Ramanan,0,0,0,0,0,1,0,
Fall 2022,CHEE,8298,11,10269,Doctoral Research,Mountziaris,Triantafillos John,0,0,0,0,0,2,0,
Fall 2022,CHEE,8398,3,10273,Doctoral Research,Cirino,Patrick C,0,0,0,0,0,1,0,
Fall 2022,CHEE,8398,4,10274,Doctoral Research,Conrad,Jacinta C,0,0,0,0,0,3,0,
Fall 2022,CHEE,8398,6,10276,Doctoral Research,Economou,Demetre J,0,0,0,0,0,1,0,
Fall 2022,CHEE,8398,7,10277,Doctoral Research,Grabow,Lars C,0,0,0,0,0,2,0,
Fall 2022,CHEE,8398,8,10278,Doctoral Research,Harold,Michael P,0,0,0,0,0,2,0,
Fall 2022,CHEE,8398,9,10279,Doctoral Research,Karim,Alamgir,0,0,0,0,0,4,0,
Fall 2022,CHEE,8398,10,10280,Doctoral Research,Krishnamoorti,Ramanan,0,0,0,0,0,2,0,
Fall 2022,CHEE,8398,11,10281,Doctoral Research,Mountziaris,Triantafillos John,0,0,0,0,0,1,0,
Fall 2022,CHEE,8398,13,10283,Doctoral Research,Orman,Mehmet,0,0,0,0,0,1,0,
Fall 2022,CHEE,8399,1,10284,Doctoral Dissertation,Balakotaiah,Vemuri,1,0,0,0,0,0,0,4.0
Fall 2022,CHEE,8399,2,10285,Doctoral Dissertation,Bollini,Praveen P,2,0,0,0,0,0,0,4.0
Fall 2022,CHEE,8399,3,10286,Doctoral Dissertation,Cirino,Patrick C,0,0,0,0,0,2,0,
Fall 2022,CHEE,8399,4,10287,Doctoral Dissertation,Conrad,Jacinta C,0,0,0,0,0,0,0,
Fall 2022,CHEE,8399,5,10288,Doctoral Dissertation,Donnelly,Vincent M.,0,0,0,0,0,1,0,
Fall 2022,CHEE,8399,7,10290,Doctoral Dissertation,Grabow,Lars C,1,0,0,0,0,1,0,4.0
Fall 2022,CHEE,8399,8,10291,Doctoral Dissertation,Harold,Michael P,5,0,0,0,0,0,0,4.0
Fall 2022,CHEE,8399,9,10292,Doctoral Dissertation,Karim,Alamgir,10,0,0,0,0,0,0,4.0
Fall 2022,CHEE,8399,10,10293,Doctoral Dissertation,Krishnamoorti,Ramanan,1,0,0,0,0,3,0,4.0
Fall 2022,CHEE,8399,11,10294,Doctoral Dissertation,Mountziaris,Triantafillos John,1,0,0,0,0,0,0,4.0
Fall 2022,CHEE,8498,1,10295,Doctoral Research,Balakotaiah,Vemuri,0,0,0,0,0,1,0,
Fall 2022,CHEE,8498,2,10296,Doctoral Research,Bollini,Praveen P,0,0,0,0,0,1,0,
Fall 2022,CHEE,8598,2,10309,Doctoral Research,Bollini,Praveen P,0,0,0,0,0,2,0,
Fall 2022,CHEE,8598,4,10311,Doctoral Research,Conrad,Jacinta C,0,0,0,0,0,1,0,
Fall 2022,CHEE,8598,7,10314,Doctoral Research,Grabow,Lars C,0,0,0,0,0,3,0,
Fall 2022,CHEE,8598,8,10315,Doctoral Research,Harold,Michael P,0,0,0,0,0,3,0,
Fall 2022,ENGR,2301,1,10316,Mechanics I,Belarbi,Abdeldjelil,22,10,10,6,2,0,3,2.827
Fall 2022,CIVE,3339,1,10318,Geotechnical Engineering,Vipulanandan,Cumaraswamy,9,17,20,0,0,0,0,2.589
Fall 2022,CIVE,8198,1,10321,Doctoral Research,Shaffer,Devin,0,0,0,0,0,1,0,
Fall 2022,CIVE,8298,1,10322,Doctoral Research,Milillo,Pietro,0,0,0,0,0,4,0,
Fall 2022,CIVE,8398,1,10323,Doctoral Research,Li,Hongyi,0,0,0,0,0,5,0,
Fall 2022,CIVE,8399,1,10324,Doctoral Dissertation,Mo,Larry Yi-Lung,0,0,0,0,0,0,0,
Fall 2022,CIVE,8498,1,10325,Doctoral Research,Shaffer,Devin,0,0,0,0,0,1,0,
Fall 2022,CIVE,8598,1,10326,Doctoral Research,Glennie,Craig Len,0,0,0,0,0,1,0,
Fall 2022,CIVE,8999,1,10328,Doctoral Dissertation,Shaffer,Devin,0,0,0,0,0,1,0,
Fall 2022,ECE,3441,1,10336,Digital Logic Design,Sheth,Bhavin R.,10,15,4,3,5,0,8,2.63
Fall 2022,ECE,3436,1,10338,Microprocessor Systems,De La Rosa-Pohl,Diana,47,2,1,0,0,0,0,3.913
Fall 2022,ECE,5317,1,10340,Microwave Engineering,Chen,Ji,3,9,0,0,1,0,0,2.975
Fall 2022,ECE,6111,2,10341,Graduate Research Seminar,Li,Xingpeng,0,0,0,0,0,2,0,
Fall 2022,ECE,6111,3,10342,Graduate Research Seminar,Yao,Yan,0,0,0,0,0,2,0,
Fall 2022,ECE,6111,4,10343,Graduate Research Seminar,Han,Zhu,0,0,0,0,0,1,0,
Fall 2022,ECE,6198,2,10345,Research,Becker,Aaron T,0,0,0,0,0,1,0,
Fall 2022,ECE,6198,4,10347,Research,Chen,Ji,0,0,0,0,0,1,0,
Fall 2022,ECE,6198,8,10351,Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,0,0,
Fall 2022,ECE,6198,18,10361,Research,Pan,Miao,0,0,0,0,0,1,0,
Fall 2022,ECE,6298,2,10373,Research,Becker,Aaron T,0,0,0,0,0,1,0,
Fall 2022,ECE,6298,4,10375,Research,Chen,Ji,0,0,0,0,0,2,0,
Fall 2022,ECE,6298,8,10379,Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,0,0,
Fall 2022,ECE,6298,17,10388,Research,Nguyen,Hien V,0,0,0,0,0,1,0,
Fall 2022,ECE,6298,18,10389,Research,Pan,Miao,0,0,0,0,0,1,0,
Fall 2022,ECE,6298,20,10391,Research,Prasad,Saurabh,0,0,0,0,0,1,0,
Fall 2022,ECE,6298,27,10398,Research,Yao,Yan,0,0,0,0,0,4,0,
Fall 2022,ECE,6351,1,10400,Microwave Engineering,Chen,Ji,7,2,0,0,0,0,0,3.741
Fall 2022,ECE,6398,4,10404,Research,Chen,Ji,0,0,0,0,0,5,0,
Fall 2022,ECE,6398,7,10407,Research,Chen,Yuhua,0,0,0,0,0,1,0,
Fall 2022,ECE,6398,8,10408,Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,5,0,
Fall 2022,ECE,6398,12,10412,Research,Jackson,David R,0,0,0,0,0,1,0,
Fall 2022,ECE,6398,13,10413,Research,Krishnamoorthy,Harish Sarma,0,0,0,0,0,1,0,
Fall 2022,ECE,6398,16,10416,Research,Mayerich,David Matthew,0,0,0,0,0,1,0,
Fall 2022,ECE,6398,17,10417,Research,Nguyen,Hien V,0,0,0,0,0,1,0,
Fall 2022,ECE,6398,18,10418,Research,Pan,Miao,0,0,0,0,0,1,0,
Fall 2022,ECE,6398,20,10420,Research,Prasad,Saurabh,0,0,0,0,0,1,0,
Fall 2022,ECE,6398,25,10425,Research,Shih,Wei-Chuan,0,0,0,0,0,1,0,
Fall 2022,ECE,6398,27,10427,Research,Yao,Yan,0,0,0,0,0,1,0,
Fall 2022,ECE,7399,2,10458,Masters Thesis,Chen,Yuhua,2,0,0,0,0,0,0,4.0
Fall 2022,ECE,7399,3,10459,Masters Thesis,Krishnamoorthy,Harish Sarma,1,0,0,0,0,0,0,4.0
Fall 2022,ECE,7399,5,10461,Masters Thesis,Nguyen,Hien V,1,0,0,0,0,0,0,4.0
Fall 2022,ECE,8198,3,10464,Doctoral Research,Brankovic,Stanko R,0,0,0,0,0,1,0,
Fall 2022,ECE,8198,5,10466,Doctoral Research,Chen,Jiefu,0,0,0,0,0,3,0,
Fall 2022,ECE,8198,8,10469,Doctoral Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,2,0,
Fall 2022,ECE,8198,11,10472,Doctoral Research,Han,Zhu,0,0,0,0,0,1,0,
Fall 2022,ECE,8198,14,10475,Doctoral Research,Li,Xingpeng,0,0,0,0,0,1,0,
Fall 2022,ECE,8198,16,10477,Doctoral Research,Mayerich,David Matthew,0,0,0,0,0,1,0,
Fall 2022,ECE,8198,17,10478,Doctoral Research,Nguyen,Hien V,0,0,0,0,0,1,0,
Fall 2022,ECE,8198,22,10483,Doctoral Research,Reddy,Rohith Krishna,0,0,0,0,0,1,0,
Fall 2022,ECE,8198,27,10488,Doctoral Research,Yao,Yan,0,0,0,0,0,2,0,
Fall 2022,ECE,8198,28,10489,Doctoral Research,Shireen,Wajiha,0,0,0,0,0,1,0,
Fall 2022,ECE,8298,2,10492,Doctoral Research,Becker,Aaron T,0,0,0,0,0,1,0,
Fall 2022,ECE,8298,3,10493,Doctoral Research,Brankovic,Stanko R,0,0,0,0,0,0,0,
Fall 2022,ECE,8298,4,10494,Doctoral Research,Chen,Ji,0,0,0,0,0,2,0,
Fall 2022,ECE,8298,5,10495,Doctoral Research,Chen,Jiefu,0,0,0,0,0,4,0,
Fall 2022,ECE,8298,8,10498,Doctoral Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,1,0,
Fall 2022,ECE,8298,10,10500,Doctoral Research,Fu,Xin,0,0,0,0,0,4,0,
Fall 2022,ECE,8298,11,10501,Doctoral Research,Han,Zhu,0,0,0,0,0,4,0,
Fall 2022,ECE,8298,12,10502,Doctoral Research,Jackson,David R,0,0,0,0,0,4,0,
