TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Spring 2024,AFSC,2202,2,10382,Evolution of Air Power II,O'Connor,Anthony,6,0,0,0,0,0,2,3.835
Spring 2024,AFSC,3302,1,10384,Air Force Leadership II,Williams,Randi,5,1,0,0,0,0,0,3.833
Spring 2024,ANTH,2346,1,10386,Introduction to Anthropology,Routon,Erin Danielle,65,13,2,3,0,0,6,3.659
Spring 2024,ANTH,2351,1,10387,Intro to Cultural Anthropology,Hannaford,Dinah Rebecca,19,8,3,0,1,0,1,3.366
Spring 2024,ANTH,2302,1,10388,Introduction to Archeology,Raymond,Amy Lynn,13,16,8,1,3,0,3,2.83
Spring 2024,ANTH,4310,1,10389,Theories of Culture,Small,Ivan Victor,18,7,1,0,0,0,0,3.628
Spring 2024,ANTH,7399,4,10393,Masters Thesis,Hannaford,Dinah Rebecca,1,0,0,0,0,0,0,4.0
Spring 2024,ARAB,1502,1,10394,Beginning Arabic II,Hefter,Thomas H,2,3,3,0,0,0,0,2.916
Spring 2024,ARAB,2312,1,10395,Intermediate Arabic II,Sayyid,Huda,9,1,1,0,0,0,1,3.697
Spring 2024,ARCH,1501,1,10396,Arc/Int Arc Design Studio II,Gonzales,Michael A,8,4,1,0,0,0,1,3.462
Spring 2024,ARCH,1501,5,10398,Arc/Int Arc Design Studio II,Plauche',Roya,6,8,0,0,0,0,0,3.476
Spring 2024,ARCH,1501,7,10400,Arc/Int Arc Design Studio II,Wienert,Ross George,9,2,2,1,0,0,0,3.31
Spring 2024,ARCH,1501,9,10402,Arc/Int Arc Design Studio II,Lutz,Shawn M,6,4,3,0,0,0,0,3.307
Spring 2024,ARCH,2351,1,10404,Hist of the Built Environmt II,Ramaswamy,Deepa,68,59,8,7,2,0,4,3.195
Spring 2024,ARCH,2501,1,10411,Architecture Design Studio IV,Perez Lopez,Elena Maria,5,3,4,0,0,0,1,2.973
Spring 2024,ARCH,2501,3,10413,Architecture Design Studio IV,Jacobs,Daniel,6,5,2,0,1,0,0,3.048
Spring 2024,ARCH,3347,1,10417,Evolution of Arch Interiors,Thomas,James B,18,0,0,0,0,0,0,4.0
Spring 2024,ARCH,3501,1,10418,Architecture Design Studio VI,Self,Ronnie L,10,4,0,0,1,0,0,3.357
Spring 2024,ARCH,3501,5,10420,Architecture Design Studio VI,Lutz,Shawn M,8,6,0,2,0,0,0,3.209
Spring 2024,ARCH,4351,1,10424,Readings & Criticism in Arch,Turner,Drexel,10,3,2,0,0,0,0,3.445
Spring 2024,ARCH,4355,1,10425,Houston Architecture,Fox,Stephen,9,4,0,0,0,0,2,3.565
Spring 2024,ARCH,4367,1,10426,Case Studies in Sustain Design,Taylor,Rives,11,6,0,0,0,0,0,3.569
Spring 2024,ARCH,6341,1,10429,Architectural Hist Survey II,Ramaswamy,Deepa,6,4,0,0,0,0,0,3.567
Spring 2024,ARCH,6351,1,10431,Criticism in Architecture,Turner,Drexel,3,0,0,0,0,0,0,3.89
Spring 2024,ARCH,6360,1,10432,Practice of Arch,Jacobs,Daniel,7,16,0,0,0,0,0,3.405
Spring 2024,ARCH,6604,1,10433,Architecture Design Studio IV,Zamore,Brett Elliot,7,4,0,0,0,0,0,3.576
Spring 2024,ARCH,6604,3,10435,Architecture Design Studio IV,Hager,Jesse,5,4,0,0,1,0,0,3.2
Spring 2024,ARCH,7601,1,10437,Architecture Design Studio VI,Borden,Gail,7,1,0,0,0,0,0,3.834
Spring 2024,BCHS,3201,1,10439,Biochemistry I Laboratory,Pattison,Donna,13,10,1,0,0,0,0,3.459
Spring 2024,BCHS,3201,2,10440,Biochemistry I Laboratory,Pattison,Donna,9,3,1,0,0,0,0,3.565
Spring 2024,BCHS,3201,3,10441,Biochemistry I Laboratory,Pattison,Donna,6,5,5,0,1,0,4,2.844
Spring 2024,BCHS,3305,1,10443,General Biochemistry II,Fujita,Masaya,14,12,5,1,0,0,4,3.208
Spring 2024,BCHS,4399,1,10446,Senior Honors Thesis,Widger,William R,1,0,0,0,0,0,0,4.0
Spring 2024,BCHS,6113,1,10447,Graduate Biochemistry Seminar,Amaral Antunes,Dinler,0,0,0,0,0,27,0,
Spring 2024,BCHS,6231,1,10448,Grad Biochem Lab Rotation II,Widger,William R,3,1,0,0,0,0,0,3.833
Spring 2024,BIOE,6111,1,10452,Grad Bioengineering Seminar,Larin,Kirill,0,0,0,0,0,59,0,
Spring 2024,BIOL,2102,1,10453,Anatomy & Physiology II (lab),Gill,Tejendra,6,15,3,0,0,0,0,3.153
Spring 2024,BIOL,2102,2,10454,Anatomy & Physiology II (lab),Gill,Tejendra,10,11,2,1,0,0,0,3.278
Spring 2024,BIOL,2102,3,10455,Anatomy & Physiology II (lab),Gill,Tejendra,5,19,0,0,0,0,0,3.291
Spring 2024,BIOL,2102,4,10456,Anatomy & Physiology II (lab),Gill,Tejendra,10,8,3,0,1,0,1,3.197
Spring 2024,BIOL,2102,5,10457,Anatomy & Physiology II (lab),Gill,Tejendra,7,14,1,0,0,0,1,3.408
Spring 2024,BIOL,2102,6,10458,Anatomy & Physiology II (lab),Gill,Tejendra,7,14,2,0,0,0,0,3.203
Spring 2024,BIOL,2102,7,10459,Anatomy & Physiology II (lab),Gill,Tejendra,12,6,3,1,0,0,1,3.303
Spring 2024,BIOL,2102,8,10460,Anatomy & Physiology II (lab),Gill,Tejendra,7,13,2,0,0,0,2,3.197
Spring 2024,BIOL,2102,9,10461,Anatomy & Physiology II (lab),Gill,Tejendra,11,8,3,1,0,0,1,3.29
Spring 2024,BIOL,2102,10,10462,Anatomy & Physiology II (lab),Gill,Tejendra,6,12,4,0,1,0,1,2.913
Spring 2024,BIOL,1107,1,10463,Biology for Science Majors II,Medrano,Ana I,18,4,1,0,0,0,0,3.768
Spring 2024,BIOL,1107,2,10464,Biology for Science Majors II,Medrano,Ana I,18,2,2,0,0,0,1,3.727
Spring 2024,BIOL,1107,3,10465,Biology for Science Majors II,Medrano,Ana I,19,2,2,1,0,0,0,3.639
Spring 2024,BIOL,1107,4,10466,Biology for Science Majors II,Medrano,Ana I,18,4,0,0,2,0,0,3.514
Spring 2024,BIOL,1107,5,10467,Biology for Science Majors II,Medrano,Ana I,21,1,0,0,1,0,0,3.783
Spring 2024,BIOL,1107,6,10468,Biology for Science Majors II,Medrano,Ana I,16,6,0,0,0,0,2,3.742
Spring 2024,BIOL,1107,7,10469,Biology for Science Majors II,Medrano,Ana I,18,3,0,1,1,0,1,3.479
Spring 2024,BIOL,1107,8,10470,Biology for Science Majors II,Medrano,Ana I,9,12,1,0,1,0,1,3.203
Spring 2024,BIOL,1107,9,10471,Biology for Science Majors II,Medrano,Ana I,22,1,0,0,0,0,1,3.971
Spring 2024,BIOL,1107,10,10472,Biology for Science Majors II,Medrano,Ana I,18,1,1,0,2,0,1,3.485
Spring 2024,BIOL,1107,11,10473,Biology for Science Majors II,Medrano,Ana I,21,3,0,0,0,0,0,3.875
Spring 2024,BIOL,1107,12,10474,Biology for Science Majors II,Medrano,Ana I,20,1,2,0,0,0,1,3.754
Spring 2024,BIOL,1107,13,10475,Biology for Science Majors II,Medrano,Ana I,19,1,0,0,0,0,1,3.917
Spring 2024,BIOL,1107,14,10476,Biology for Science Majors II,Medrano,Ana I,22,0,0,0,0,0,1,4.0
Spring 2024,BIOL,1107,15,10477,Biology for Science Majors II,Medrano,Ana I,22,1,1,0,0,0,0,3.889
Spring 2024,BIOL,1107,16,10478,Biology for Science Majors II,Medrano,Ana I,19,4,0,0,0,0,1,3.826
Spring 2024,BIOL,1107,17,10479,Biology for Science Majors II,Medrano,Ana I,18,5,1,0,0,0,0,3.695
Spring 2024,BIOL,1107,18,10480,Biology for Science Majors II,Medrano,Ana I,21,2,0,1,0,0,0,3.778
Spring 2024,BIOL,1107,19,10481,Biology for Science Majors II,Medrano,Ana I,17,3,3,1,0,0,0,3.459
Spring 2024,BIOL,1107,20,10482,Biology for Science Majors II,Medrano,Ana I,11,8,2,1,1,0,1,3.131
Spring 2024,BIOL,1107,21,10483,Biology for Science Majors II,Medrano,Ana I,17,2,2,1,1,0,1,3.406
Spring 2024,BIOL,1107,22,10484,Biology for Science Majors II,Medrano,Ana I,22,2,0,0,0,0,0,3.903
Spring 2024,BIOL,2301,1,10485,Anatomy & Physiology I (lect),Wayne,Chad M,35,75,101,15,32,0,78,2.243
Spring 2024,BIOL,2302,1,10486,Anatomy & Physiology II (lect),Gill,Tejendra,70,198,72,3,8,0,13,2.879
Spring 2024,BIOL,1307,1,10487,Biology for Science Majors II,Medrano,Ana I,28,36,29,15,6,0,17,2.596
Spring 2024,BIOL,1307,2,10488,Biology for Science Majors II,Cheek,Ann Oliver,122,111,30,11,6,0,3,3.226
Spring 2024,BIOL,1307,4,10489,Biology for Science Majors II,Farmer,Lisa M,61,113,67,28,11,0,4,2.637
Spring 2024,BIOL,3306,1,10490,Evolutionary Biology,Frankino,William A,45,64,39,14,5,0,7,2.769
Spring 2024,BIOL,3324,1,10491,Human Physiology,Ogletree-Hughes,Monique L,41,32,32,15,8,0,17,2.669
Spring 2024,BIOL,3341,1,10492,Human Genetics,Feng,Qin,55,15,4,0,0,0,2,3.694
Spring 2024,BIOL,4347,1,10502,Animal Behavior,Cole,Blaine J,14,12,20,5,0,0,5,2.622
Spring 2024,BIOL,6110,1,10505,Biology Seminar,Sater,Amy,0,0,0,0,0,10,0,
Spring 2024,BIOL,7167,1,10506,Population Biology Seminar,Stuckert,Adam,0,0,0,0,0,16,0,
Spring 2024,CHEE,2332,1,10509,Chem Engr Thermodyn I,Palmer,Jeremy,19,13,3,1,0,0,5,3.361
Spring 2024,CHEE,3300,1,10510,Materials Science & Engr I,Karim,Alamgir,31,9,1,0,0,0,0,3.643
Spring 2024,CHEE,3367,1,10511,Process Modeling and Control,Kaspar,Michael,10,23,7,0,0,0,1,3.1
Spring 2024,CHEE,3369,1,10512,Chemical Engr Transport Proc,Bollini,Praveen P,18,18,6,0,0,0,1,3.309
Spring 2024,CHEE,3466,1,10513,Bio & Physical Chemistry,Orman,Mehmet,38,4,1,0,0,0,0,3.761
Spring 2024,CHEE,4361,1,10514,Chemical Engineering Practices,Cirino,Patrick C,10,28,2,0,0,0,0,3.184
Spring 2024,CHEE,6111,1,10517,Graduate Seminar,Mountziaris,Triantafillos John,0,0,0,0,0,87,0,
Spring 2024,CHEE,6337,1,10518,Advanced Reactor Engr,Mountziaris,Triantafillos John,15,5,0,0,0,0,0,3.734
Spring 2024,CHEE,8399,1,10520,Doctoral Dissertation,Balakotaiah,Vemuri,1,0,0,0,0,0,0,4.0
Spring 2024,CHEE,8399,2,10521,Doctoral Dissertation,Bollini,Praveen P,5,0,0,0,0,0,0,4.0
Spring 2024,CHEE,8399,3,10522,Doctoral Dissertation,Cirino,Patrick C,1,0,0,0,0,0,0,4.0
Spring 2024,CHEE,8399,4,10523,Doctoral Dissertation,Conrad,Jacinta C,0,0,0,0,0,4,0,
Spring 2024,CHEE,8399,5,10524,Doctoral Dissertation,Donnelly,Vincent M,0,0,0,0,0,2,0,
Spring 2024,CHEE,8399,7,10526,Doctoral Dissertation,Grabow,Lars C,0,0,0,0,0,4,0,
Spring 2024,CHEE,8399,8,10527,Doctoral Dissertation,Harold,Michael P,0,0,0,0,0,3,0,
Spring 2024,CHEE,8399,9,10528,Doctoral Dissertation,Karim,Alamgir,5,0,0,0,0,1,0,4.0
Spring 2024,CHEE,8399,10,10529,Doctoral Dissertation,Krishnamoorti,Ramanan,1,0,0,0,0,1,0,4.0
Spring 2024,CHEE,8399,12,10531,Doctoral Dissertation,Orman,Mehmet,4,0,0,0,0,0,0,4.0
Spring 2024,CHEE,8399,13,10532,Doctoral Dissertation,Palmer,Jeremy,3,0,0,0,0,0,0,4.0
Spring 2024,CHEE,8399,14,10533,Doctoral Dissertation,Rimer,Jeffrey,0,0,0,0,0,9,0,
Spring 2024,CHEM,1105,1,10534,Foundations of Chem Lab,Zaitsev,Vladimir G,4,11,3,0,0,0,0,3.056
Spring 2024,CHEM,1105,2,10535,Foundations of Chem Lab,Zaitsev,Vladimir G,3,13,1,0,0,0,0,3.118
Spring 2024,CHEM,1111,1,10536,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,10,3,0,0,0,1,3.098
Spring 2024,CHEM,1111,3,10537,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,16,1,0,0,0,0,3.199
Spring 2024,CHEM,1111,4,10538,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,12,2,0,0,0,1,3.158
Spring 2024,CHEM,1111,5,10539,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,9,2,0,0,0,1,3.196
Spring 2024,CHEM,1111,6,10540,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,12,1,0,0,0,0,3.277
Spring 2024,CHEM,1111,7,10541,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,15,0,0,1,0,1,3.052
Spring 2024,CHEM,1111,9,10542,Fundamentals of Chm Lab,Zaitsev,Vladimir G,1,12,4,0,0,0,2,2.921
Spring 2024,CHEM,1111,10,10543,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,9,2,0,0,0,2,3.188
Spring 2024,CHEM,1111,11,10544,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,9,2,0,0,0,2,3.089
Spring 2024,CHEM,1111,17,10545,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,8,2,0,2,0,3,2.667
Spring 2024,CHEM,1112,1,10546,Fundamentals of Chm Lab,Zaitsev,Vladimir G,1,16,2,0,0,0,1,2.999
Spring 2024,CHEM,1112,2,10547,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,14,2,0,0,0,0,3.087
Spring 2024,CHEM,1112,3,10548,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,8,2,0,0,0,3,3.178
Spring 2024,CHEM,1112,4,10549,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,9,2,0,1,0,2,3.053
Spring 2024,CHEM,1112,7,10550,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,12,2,1,0,0,1,3.122
Spring 2024,CHEM,1112,8,10551,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,11,0,0,0,0,1,3.261
Spring 2024,CHEM,1112,9,10552,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,12,1,0,1,0,1,2.982
Spring 2024,CHEM,1112,10,10553,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,14,2,0,1,0,0,2.917
Spring 2024,CHEM,1112,12,10554,Fundamentals of Chm Lab,Zaitsev,Vladimir G,1,16,1,0,0,0,2,3.092
Spring 2024,CHEM,1112,13,10555,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,9,3,0,0,0,1,3.098
Spring 2024,CHEM,1112,14,10556,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,11,1,0,0,0,0,3.316
Spring 2024,CHEM,1112,15,10557,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,12,1,0,0,0,1,3.259
Spring 2024,CHEM,1112,16,10558,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,7,3,2,0,0,3,2.854
Spring 2024,CHEM,1112,17,10559,Fundamentals of Chm Lab,Zaitsev,Vladimir G,2,9,3,0,0,0,1,2.976
Spring 2024,CHEM,1112,18,10560,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,11,0,0,0,0,1,3.295
Spring 2024,CHEM,1112,19,10561,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,15,0,0,0,0,0,3.234
Spring 2024,CHEM,1112,20,10562,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,13,2,0,0,0,1,3.227
Spring 2024,CHEM,1112,22,10563,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,13,1,0,0,0,1,3.245
Spring 2024,CHEM,1112,23,10564,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,6,3,1,0,0,2,3.098
Spring 2024,CHEM,1112,25,10565,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,13,1,0,1,0,2,2.999
Spring 2024,CHEM,1311,2,10566,Fundamentals of Chemistry,Larsen,Russell Gene,52,74,102,7,24,0,41,2.451
Spring 2024,CHEM,1312,1,10567,Fundamentals of Chemistry 2,Halasyamani,P Shiv,17,24,25,9,14,0,26,2.203
Spring 2024,CHEM,1312,2,10568,Fundamentals of Chemistry 2,Larsen,Russell Gene,134,144,138,24,42,0,54,2.615
Spring 2024,CHEM,3119,1,10569,Anlytical Chemistry Lab,Czader,Arkadiusz,4,2,1,0,1,0,0,2.918
Spring 2024,CHEM,2123,1,10570,Organic Chemistry Lab I,Bean,Mary B,4,8,9,1,0,0,2,2.712
Spring 2024,CHEM,2123,2,10571,Organic Chemistry Lab I,Bean,Mary B,2,10,9,1,0,0,1,2.516
Spring 2024,CHEM,2123,4,10572,Organic Chemistry Lab I,Bean,Mary B,4,12,5,0,0,0,2,2.89
Spring 2024,CHEM,2123,5,10573,Organic Chemistry Lab I,Bean,Mary B,4,4,7,4,0,0,3,2.473
Spring 2024,CHEM,2123,6,10574,Organic Chemistry Lab I,Bean,Mary B,6,9,4,1,0,0,1,2.967
Spring 2024,CHEM,2123,7,10575,Organic Chemistry Lab I,Bean,Mary B,4,11,7,2,0,0,0,2.681
Spring 2024,CHEM,2123,10,10576,Organic Chemistry Lab I,Bean,Mary B,1,10,8,0,0,0,0,2.493
Spring 2024,CHEM,2123,11,10577,Organic Chemistry Lab I,Bean,Mary B,1,5,12,0,0,0,1,2.426
Spring 2024,CHEM,2123,12,10578,Organic Chemistry Lab I,Bean,Mary B,1,9,5,0,0,0,4,2.755
Spring 2024,CHEM,2123,14,10579,Organic Chemistry Lab I,Bean,Mary B,3,10,1,1,1,0,6,2.833
Spring 2024,CHEM,2125,1,10580,Organic Chemistry Lab II,Bean,Mary B,3,8,12,0,0,0,1,2.666
Spring 2024,CHEM,2125,2,10581,Organic Chemistry Lab II,Bean,Mary B,5,9,8,0,0,0,0,2.819
Spring 2024,CHEM,2125,3,10582,Organic Chemistry Lab II,Bean,Mary B,5,4,8,1,0,0,3,2.686
Spring 2024,CHEM,2125,4,10583,Organic Chemistry Lab II,Bean,Mary B,5,7,5,4,0,0,2,2.572
Spring 2024,CHEM,2125,6,10584,Organic Chemistry Lab II,Bean,Mary B,3,9,9,1,0,0,1,2.726
Spring 2024,CHEM,2125,8,10585,Organic Chemistry Lab II,Bean,Mary B,5,7,8,2,0,0,1,2.667
Spring 2024,CHEM,2125,9,10586,Organic Chemistry Lab II,Bean,Mary B,8,7,6,2,1,0,0,2.75
Spring 2024,CHEM,2125,10,10587,Organic Chemistry Lab II,Bean,Mary B,6,9,5,1,0,0,1,2.795
Spring 2024,CHEM,2125,11,10588,Organic Chemistry Lab II,Bean,Mary B,4,6,8,1,0,0,1,2.667
Spring 2024,CHEM,2125,13,10589,Organic Chemistry Lab II,Bean,Mary B,4,8,7,2,0,0,2,2.698
Spring 2024,CHEM,2125,14,10590,Organic Chemistry Lab II,Bean,Mary B,3,12,8,0,0,0,0,2.74
Spring 2024,CHEM,2125,15,10591,Organic Chemistry Lab II,Bean,Mary B,3,9,8,0,0,0,0,2.668
Spring 2024,CHEM,2125,16,10592,Organic Chemistry Lab II,Bean,Mary B,7,9,6,0,0,0,1,2.94
Spring 2024,CHEM,2125,17,10593,Organic Chemistry Lab II,Bean,Mary B,4,11,7,1,0,0,0,2.725
Spring 2024,CHEM,2323,1,10594,Organic Chemistry I,Daugulis,Olafs,52,49,53,60,25,0,63,2.161
Spring 2024,CHEM,2323,2,10595,Organic Chemistry I,Cai,Chengzhi,28,26,30,30,18,0,40,2.064
Spring 2024,CHEM,2325,2,10596,Organic Chemistry II,Bean,Mary B,29,46,70,23,15,0,33,2.243
Spring 2024,CHEM,2325,1,10597,Organic Chemistry II,Bean,Mary B,45,69,99,31,16,0,39,2.353
Spring 2024,CHEM,3369,1,10598,Analytical Chemistry 1,Czader,Arkadiusz,5,11,4,3,3,0,0,2.423
Spring 2024,CHEM,3396,1,10599,Senior Research Project,Daugulis,Olafs,1,0,0,0,0,0,0,4.0
Spring 2024,CHEM,6111,1,10602,Graduate Colloquium,Chiang,Naihao,0,0,0,0,0,26,0,
Spring 2024,CHEM,6112,1,10603,Graduate Seminar,Brgoch,Jakoah,0,0,0,0,0,10,0,
Spring 2024,CHEM,6112,2,10604,Graduate Seminar,Chiang,Naihao,0,0,0,0,0,2,0,
Spring 2024,CHEM,6112,3,10605,Graduate Seminar,Gilbertson,Scott R,0,0,0,0,0,13,0,
Spring 2024,CHEM,6115,1,10606,Sem in Chm Lab Instruct,Zaitsev,Vladimir G,0,0,0,0,0,6,0,
Spring 2024,CHEM,6115,2,10607,Sem in Chm Lab Instruct,Bean,Mary B,0,0,0,0,0,2,0,
Spring 2024,CHEM,8399,3,10647,Doctoral Dissertation,May,Jeremy A,0,0,0,0,0,1,0,
Spring 2024,CHEM,8999,6,10688,Doctoral Dissertation,Gilbertson,Scott R,1,0,0,0,0,0,0,4.0
Spring 2024,CHEM,8999,13,10695,Doctoral Dissertation,Lee,T Randall,0,0,0,0,0,2,0,
Spring 2024,CHEM,8999,15,10697,Doctoral Dissertation,May,Jeremy A,1,0,0,0,0,0,0,4.0
Spring 2024,CHEM,8999,17,10699,Doctoral Dissertation,Zastrow,Melissa L,0,0,0,0,0,1,0,
Spring 2024,CIVE,3337,1,10703,Structural Analysis,Herman,Reagan,6,3,7,0,0,0,0,2.814
Spring 2024,CIVE,4369,1,10704,Foundation Engineering,Vipulanandan,Cumaraswamy,18,42,2,0,0,0,0,3.247
Spring 2024,CIVE,8399,4,10705,Doctoral Dissertation,Rodrigues,Debora Frigi,1,0,0,0,0,0,0,4.0
Spring 2024,CIVE,8399,8,10706,Doctoral Dissertation,Wang,Keh-Han,0,0,0,0,0,1,0,
Spring 2024,COMD,6321,1,10708,Swallowing Disorders,Daniels,Stephanie K,15,26,8,0,0,0,0,3.129
Spring 2024,COMD,7391,1,10710,Clinic in Speech Lang Disorder,Chapman,Amanda,3,0,0,0,0,0,0,3.67
Spring 2024,COMD,7391,7,10711,Clinic in Speech Lang Disorder,Hoppe,Martha Ann,3,0,0,0,0,0,0,3.78
Spring 2024,COMD,7391,9,10713,Clinic in Speech Lang Disorder,Devore,Danielle R,3,0,0,0,0,0,0,3.67
Spring 2024,COMD,7391,10,10714,Clinic in Speech Lang Disorder,Devore,Danielle R,3,0,0,0,0,0,0,3.89
Spring 2024,COMD,7391,11,10715,Clinic in Speech Lang Disorder,Devore,Danielle R,3,0,0,0,0,0,0,3.78
Spring 2024,COMD,7392,8,10716,Adv Pract Sp & Lang Dis,Townsend,Alayna,2,1,0,0,0,0,0,3.777
Spring 2024,COMD,7392,2,10717,Adv Pract Sp & Lang Dis,Bolling,Kenyetta,2,1,0,0,0,0,0,3.667
Spring 2024,COMM,1302,1,10720,Intro To Comm Theory,Lee,Jaesub,9,16,17,0,6,0,3,2.451
Spring 2024,COMM,2300,1,10721,Communication Research Methods,Lyn,Robyn,15,5,3,3,4,0,5,2.866
Spring 2024,COMM,3311,1,10723,Editing Print & Digital Media,Crixell,Charles A,13,11,1,0,0,0,0,3.546
