TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Summer 2024,SPAN,8699,6,10312,Dissertation,Gutierrez,Manuel J,1,0,0,0,0,0,0,4.0
Summer 2024,ENGL,3328,1,10313,Masterpieces of British Lit II,Wood,Barry Albert,18,10,3,0,0,0,1,3.399
Summer 2024,BIOL,1107,1,10317,Biology for Science Majors II,Hanke,Marc H,16,2,1,0,0,0,0,3.685
Summer 2024,BIOL,1107,2,10318,Biology for Science Majors II,Hanke,Marc H,15,2,0,0,0,0,0,3.844
Summer 2024,BIOL,1307,1,10320,Biology for Science Majors II,Farmer,Lisa M,13,19,11,4,2,0,1,2.782
Summer 2024,CHEM,6399,7,10342,Masters Thesis,Chiang,Naihao,1,0,0,0,0,0,0,4.0
Summer 2024,CHEM,6698,1,10360,Special Problems,Do,Loi H,0,0,0,0,0,4,0,
Summer 2024,CHEM,6698,2,10361,Special Problems,Brgoch,Jakoah,0,0,0,0,0,3,0,
Summer 2024,CHEM,6698,4,10362,Special Problems,Teets,Thomas,0,0,0,0,0,5,0,
Summer 2024,CHEM,6698,5,10363,Special Problems,May,Jeremy A,0,0,0,0,0,4,0,
Summer 2024,CHEM,6698,6,10364,Special Problems,Xu,Shoujun,0,0,0,0,0,1,0,
Summer 2024,CHEM,6698,7,10365,Special Problems,Lee,T Randall,0,0,0,0,0,2,0,
Summer 2024,CHEM,6698,10,10368,Special Problems,Miljanic,Ognjen S,0,0,0,0,0,3,0,
Summer 2024,CHEM,6698,11,10369,Special Problems,Baldelli,Steve,0,0,0,0,0,3,0,
Summer 2024,CHEM,6698,13,10370,Special Problems,Zastrow,Melissa L,0,0,0,0,0,3,0,
Summer 2024,CHEM,6698,15,10372,Special Problems,Wu,Judy,0,0,0,0,0,1,0,
Summer 2024,CHEM,6698,16,10373,Special Problems,Daugulis,Olafs,0,0,0,0,0,1,0,
Summer 2024,CHEM,6698,18,10374,Special Problems,Comito,Robert Joseph,0,0,0,0,0,6,0,
Summer 2024,CHEM,6698,19,10375,Special Problems,Carrow,Bradley,0,0,0,0,0,3,0,
Summer 2024,CHEM,8698,1,10439,Doctoral Research,Gilbertson,Scott R,0,0,0,0,0,5,0,
Summer 2024,CHEM,8698,2,10440,Doctoral Research,Daugulis,Olafs,0,0,0,0,0,2,0,
Summer 2024,CHEM,8698,4,10441,Doctoral Research,Comito,Robert Joseph,0,0,0,0,0,3,0,
Summer 2024,CHEM,8698,5,10442,Doctoral Research,Lee,T Randall,0,0,0,0,0,5,0,
Summer 2024,CHEM,8698,7,10444,Doctoral Research,May,Jeremy A,0,0,0,0,0,2,0,
Summer 2024,CHEM,8698,9,10446,Doctoral Research,Teets,Thomas,0,0,0,0,0,1,0,
Summer 2024,CHEM,8698,14,10450,Doctoral Research,Brgoch,Jakoah,0,0,0,0,0,1,0,
Summer 2024,CHEM,8698,15,10451,Doctoral Research,Zastrow,Melissa L,0,0,0,0,0,2,0,
Summer 2024,CHEM,8698,16,10452,Doctoral Research,Harth,Eva M,0,0,0,0,0,4,0,
Summer 2024,CHEM,8698,19,10454,Doctoral Research,Miljanic,Ognjen S,0,0,0,0,0,2,0,
Summer 2024,CHEM,8699,5,10459,Doctoral Dissertation,Daugulis,Olafs,1,0,0,0,0,0,0,4.0
Summer 2024,CHEM,8699,6,10460,Doctoral Dissertation,Lee,T Randall,1,0,0,0,0,1,0,4.0
Summer 2024,CHEM,8699,7,10461,Doctoral Dissertation,Harth,Eva M,1,0,0,0,0,0,0,4.0
Summer 2024,CHEM,8699,8,10462,Doctoral Dissertation,Teets,Thomas,2,0,0,0,0,0,0,4.0
Summer 2024,CHEM,8699,9,10463,Doctoral Dissertation,Do,Loi H,1,0,0,0,0,0,0,4.0
Summer 2024,CHEM,8699,10,10464,Doctoral Dissertation,Zastrow,Melissa L,1,0,0,0,0,0,0,4.0
Summer 2024,CHEM,8699,11,10465,Doctoral Dissertation,May,Jeremy A,0,0,0,0,0,1,0,
Summer 2024,MATH,2312,4,10473,Precalculus,May,Jennifer Ruhnow,20,10,14,8,8,0,18,2.378
Summer 2024,MATH,2414,3,10474,Calculus II,May,Jennifer Ruhnow,6,12,5,4,1,0,5,2.666
Summer 2024,MATH,3321,1,10477,Engineering Mathematics,Etgen,Garret J,11,7,8,5,10,0,4,2.065
Summer 2024,MATH,4378,1,10478,Advanced Linear Algebra II,Kalantar,Mehrdad,11,0,0,0,0,0,1,3.91
Summer 2024,PHYS,1302,1,10541,College Physics II (lecture),Curran,Seamus A,31,10,9,4,2,0,3,3.143
Summer 2024,PHYS,1102,1,10543,College Physics II (lab),Wood,Lowell T,1,9,4,1,0,0,0,2.755
Summer 2024,PHYS,1102,2,10544,College Physics II (lab),Wood,Lowell T,4,6,6,0,0,0,0,2.916
Summer 2024,CHEM,1112,7,10545,Fundamentals of Chm Lab,Zaitsev,Vladimir G,2,10,3,0,0,0,1,3.021
Summer 2024,MARK,3337,2,10548,Professional Selling,Suki,Yara D,50,6,0,1,2,0,0,3.656
Summer 2024,AAS,2320,2,10551,Intro To African American Stdy,Williams III,El,20,9,0,1,1,0,0,3.473
Summer 2024,CHEM,1112,8,10570,Fundamentals of Chm Lab,Zaitsev,Vladimir G,2,11,2,0,0,0,1,2.978
Summer 2024,ARCH,6602,1,10572,Arch Design/Build Workshop,Peters,Patrick A,9,0,0,0,0,0,0,3.927
Summer 2024,ACCT,5331,1,10575,Federal Income Tax,Fernandez,Ramon,1,1,0,0,1,0,0,2.333
Summer 2024,ACCT,5335,1,10576,Financial Statement Auditing,Kuruvilla,Mohan,3,3,0,0,0,0,0,3.5
Summer 2024,ACCT,5367,1,10577,Intermediate Accounting I,Kuruvilla,Mohan,6,2,1,0,0,0,0,3.592
Summer 2024,HDFS,4394,1,10581,Internship in HDFS,Conston,Toya,8,0,0,0,0,0,0,4.0
Summer 2024,CHEE,6298,3,10586,Research,Robertson,Megan L,0,0,0,0,0,1,0,
Summer 2024,CHEE,6498,3,10600,Research,Robertson,Megan L,0,0,0,0,0,1,0,
Summer 2024,CHEE,7399,1,10603,Masters Thesis,Karim,Alamgir,1,0,0,0,0,0,0,4.0
Summer 2024,CHEE,8198,2,10608,Doctoral Research,Powell,Joseph Broun,0,0,0,0,0,3,0,
Summer 2024,CHEE,8198,7,10613,Doctoral Research,Balakotaiah,Vemuri,0,0,0,0,0,1,0,
Summer 2024,CHEE,8198,8,10614,Doctoral Research,Willson,Richard,0,0,0,0,0,1,0,
Summer 2024,CHEE,8298,1,10618,Doctoral Research,Balakotaiah,Vemuri,0,0,0,0,0,4,0,
Summer 2024,CHEE,8298,2,10619,Doctoral Research,Bollini,Praveen P,0,0,0,0,0,6,0,
Summer 2024,CHEE,8298,4,10621,Doctoral Research,Conrad,Jacinta C,0,0,0,0,0,3,0,
Summer 2024,CHEE,8298,5,10622,Doctoral Research,Donnelly,Vincent M,0,0,0,0,0,2,0,
Summer 2024,CHEE,8398,1,10623,Doctoral Research,Bollini,Praveen P,0,0,0,0,0,1,0,
Summer 2024,CHEE,8398,2,10624,Doctoral Research,Harold,Michael P,0,0,0,0,0,3,0,
Summer 2024,CHEE,8398,3,10625,Doctoral Research,Rimer,Jeffrey,0,0,0,0,0,1,0,
Summer 2024,CHEE,8398,5,10627,Doctoral Research,Conrad,Jacinta C,0,0,0,0,0,1,0,
Summer 2024,CHEE,8398,6,10628,Doctoral Research,Robertson,Megan L,0,0,0,0,0,1,0,
Summer 2024,CHEE,8398,8,10630,Doctoral Research,Grabow,Lars C,0,0,0,0,0,2,0,
Summer 2024,CHEE,8398,9,10631,Doctoral Research,Mountziaris,Triantafillos John,0,0,0,0,0,2,0,
Summer 2024,CHEE,8398,12,10634,Doctoral Research,Palmer,Jeremy,0,0,0,0,0,1,0,
Summer 2024,CHEE,8399,1,10635,Doctoral Dissertation,Willson,Richard,1,0,0,0,0,0,0,4.0
Summer 2024,CHEE,8399,2,10636,Doctoral Dissertation,Zerze,Gul,0,0,0,0,0,1,0,
Summer 2024,CHEE,8399,3,10637,Doctoral Dissertation,Vekilov,Peter,2,0,0,0,0,0,0,4.0
Summer 2024,CHEE,8399,4,10638,Doctoral Dissertation,Varadarajan,Navin,4,0,0,0,0,0,0,4.0
Summer 2024,CHEE,8399,5,10639,Doctoral Dissertation,Robertson,Megan L,0,0,0,0,0,1,0,
Summer 2024,CHEE,8399,7,10641,Doctoral Dissertation,Palmer,Jeremy,1,0,0,0,0,0,0,4.0
Summer 2024,CHEE,8399,10,10644,Doctoral Dissertation,Mountziaris,Triantafillos John,2,0,0,0,0,0,0,4.0
Summer 2024,CHEE,8399,11,10645,Doctoral Dissertation,Karim,Alamgir,6,0,0,0,0,0,0,4.0
Summer 2024,CHEE,8399,12,10646,Doctoral Dissertation,Harold,Michael P,1,0,0,0,0,3,0,4.0
Summer 2024,CHEE,8399,13,10647,Doctoral Dissertation,Grabow,Lars C,0,0,0,0,0,2,0,
Summer 2024,CHEE,8399,15,10649,Doctoral Dissertation,Conrad,Jacinta C,1,0,0,0,0,0,0,4.0
Summer 2024,CHEE,8498,1,10650,Doctoral Research,Balakotaiah,Vemuri,0,0,0,0,0,4,0,
Summer 2024,CHEE,8498,2,10651,Doctoral Research,Bollini,Praveen P,0,0,0,0,0,6,0,
Summer 2024,CHEE,8498,4,10653,Doctoral Research,Conrad,Jacinta C,0,0,0,0,0,3,0,
Summer 2024,CHEE,8498,5,10654,Doctoral Research,Donnelly,Vincent M,0,0,0,0,0,1,0,
Summer 2024,CHEE,8598,1,10655,Doctoral Research,Balakotaiah,Vemuri,0,0,0,0,0,1,0,
Summer 2024,CHEE,8598,2,10656,Doctoral Research,Willson,Richard,0,0,0,0,0,1,0,
Summer 2024,CHEE,8699,1,10660,Doctoral Dissertation,Robertson,Megan L,0,0,0,0,0,1,0,
Summer 2024,ECE,6198,1,10664,Research,Chen,Ji,0,0,0,0,0,2,0,
Summer 2024,ECE,6598,1,10669,Research,Pan,Miao,0,0,0,0,0,0,0,
Summer 2024,ECE,8198,3,10672,Doctoral Research,Han,Zhu,0,0,0,0,0,0,0,
Summer 2024,ECE,8298,2,10678,Doctoral Research,Nguyen,Hien V,0,0,0,0,0,2,0,
Summer 2024,ECE,8498,2,10685,Doctoral Research,Nguyen,Hien V,0,0,0,0,0,2,0,
Summer 2024,ECE,8598,3,10688,Doctoral Research,Han,Zhu,0,0,0,0,0,0,0,
Summer 2024,INDE,8298,7,10695,Doctoral Research,Lin,Ying,0,0,0,0,0,2,0,
Summer 2024,INDE,8398,1,10696,Doctoral Research,Lim,Gino Jinho,0,0,0,0,0,2,0,
Summer 2024,INDE,8399,1,10697,Doctoral Dissertation,Lim,Gino Jinho,0,0,0,0,0,2,0,
Summer 2024,CHEE,8398,13,10703,Doctoral Research,Varadarajan,Navin,0,0,0,0,0,5,0,
Summer 2024,CHEE,8399,16,10704,Doctoral Dissertation,Balakotaiah,Vemuri,1,0,0,0,0,0,0,4.0
Summer 2024,GHL,6360,1,10705,Graduate Directed Practicum,Back,KiJoon,8,0,0,0,0,0,0,4.0
Summer 2024,LAW,5398,1,10708,Special Research and Writing,Vetter,Greg R,1,0,0,0,0,0,0,4.0
Summer 2024,COMD,7391,2,10710,Clinic in Speech Lang Disorder,Chapman,Amanda,2,0,0,0,0,0,0,3.835
Summer 2024,COMD,7391,3,10711,Clinic in Speech Lang Disorder,Chapman,Amanda,0,2,0,0,0,0,0,3.33
Summer 2024,COMD,7391,4,10712,Clinic in Speech Lang Disorder,Oicata de Torres,Nancy,2,0,0,0,0,0,0,3.67
Summer 2024,COMD,7391,6,10713,Clinic in Speech Lang Disorder,Guerra,Teresa Evangelina,2,0,0,0,0,0,0,3.835
Summer 2024,COMD,7391,7,10714,Clinic in Speech Lang Disorder,Lebrun,Nathalie,1,1,0,0,0,0,0,3.5
Summer 2024,COMD,7391,8,10715,Clinic in Speech Lang Disorder,Walker,Dionne A,2,0,0,0,0,0,0,3.67
Summer 2024,COMD,7391,9,10716,Clinic in Speech Lang Disorder,Lebrun,Nathalie,2,0,0,0,0,0,0,3.835
Summer 2024,COMM,4392,1,10718,Prof. Internship for Credit,Ashley,Laura B,0,0,0,0,0,22,0,
Summer 2024,COMD,7391,10,10720,Clinic in Speech Lang Disorder,Kazhuro,Katsiaryna,1,1,0,0,0,0,0,3.665
Summer 2024,COMD,7391,12,10721,Clinic in Speech Lang Disorder,Ermgodts,Katherine Natalie,4,0,0,0,0,0,0,3.753
Summer 2024,MATH,1325,1,10724,Calc for Bus & Social Sciences,Constante,Beatrice,24,36,16,0,6,0,14,2.886
Summer 2024,MATH,2413,1,10725,Calculus I,Perepelitsa,Irina,26,36,46,16,38,0,18,1.943
Summer 2024,MATH,2414,1,10727,Calculus II,Xhabli,Blerina,28,17,17,6,10,0,20,2.539
Summer 2024,MATH,6298,3,10730,Special Problems,Timofeyev,Ilya,0,0,0,0,0,5,0,
Summer 2024,MATH,6498,4,10741,Special Problems,Timofeyev,Ilya,0,0,0,0,0,5,0,
Summer 2024,GEOL,1340,1,10747,Earth Systems,Lytwyn,Jennifer N,30,37,24,5,5,0,6,2.831
Summer 2024,OPTO,6251,1,10748,Spanish for Optometrists,Cruz Wiley,Maria Cristina,0,0,0,0,0,21,0,
Summer 2024,OPTO,7150,1,10749,Developmental Optometry,Chandler,Moriah Adine,87,7,0,0,1,0,0,3.884
Summer 2024,OPTO,7493,1,10750,General Clinic IIIA,Herring,Ralph Jay,0,0,0,0,0,93,0,
Summer 2024,OPTO,8338,1,10751,Recent Developments/Round,Wheat,Joe L,10,20,3,0,0,0,0,3.292
Summer 2024,OPTO,8384,1,10752,Practice Management II,Davis,Mark K,22,11,0,0,0,0,0,3.607
Summer 2024,OPTO,8696,1,10753,General Clinic IV,Herring,Ralph Jay,0,0,0,0,0,30,0,
Summer 2024,OPTO,8990,1,10754,Community Health Clinic,Herring,Ralph Jay,0,0,0,0,0,63,0,
Summer 2024,OPTO,8991,1,10755,Community Health Clinic,Herring,Ralph Jay,0,0,0,0,0,63,0,
Summer 2024,PHOP,6160,1,10756,Gen Sem Visual Sciences,Porter,Jason,0,0,0,0,0,23,0,
Summer 2024,PHOP,6372,1,10757,Experimental Quant in VS,Benoit,Julia S,10,7,1,0,0,0,0,3.5
Summer 2024,PHAR,5642,1,10758,Emergency Medicine,Truong,Mabel,5,0,0,0,0,0,0,4.0
Summer 2024,PHAR,5660,1,10760,Pharmaceutical Industry,Tolleson,Shane Russell,3,0,0,0,0,0,0,4.0
Summer 2024,PHAR,5664,1,10762,Legal & Regulatory Affairs,Tolleson,Shane Russell,1,0,0,0,0,0,0,4.0
Summer 2024,PHAR,5668,1,10763,Managed Care Pharmacy,Tolleson,Shane Russell,2,0,0,0,0,0,0,4.0
Summer 2024,PHAR,5670,1,10764,Community Pharmaceutical Care,Tolleson,Shane Russell,17,0,1,0,0,0,0,3.889
Summer 2024,PHAR,5674,1,10766,Nutritional Support,Truong,Mabel,1,0,0,0,0,0,0,4.0
Summer 2024,PHAR,5675,1,10767,Disease State Management,Tolleson,Shane Russell,10,5,0,0,0,0,0,3.667
Summer 2024,PHAR,5678,1,10768,Transplant Therapeutics,Truong,Mabel,1,1,0,0,0,0,0,3.5
Summer 2024,PHAR,5680,1,10770,Oncology,Truong,Mabel,0,1,0,0,0,0,0,3.0
Summer 2024,PHAR,5685,1,10773,Critical Care,Truong,Mabel,4,4,0,0,0,0,0,3.5
Summer 2024,PHAR,5690,1,10775,Internal Medicine,Truong,Mabel,17,4,1,0,0,0,0,3.727
Summer 2024,PHAR,5690,2,10776,Internal Medicine,Sherer,Jeffrey T,1,0,0,0,0,0,0,4.0
Summer 2024,PHAR,5691,1,10777,Drug Information,Tolleson,Shane Russell,1,0,0,0,0,0,0,4.0
Summer 2024,PHAR,5692,1,10778,Advanced Hospital Pharmacy,Truong,Mabel,18,6,0,0,0,0,0,3.75
Summer 2024,PHAR,5693,1,10779,Advanced Community Pharmacy,Tolleson,Shane Russell,37,8,0,0,0,0,0,3.822
Summer 2024,PHAR,5694,1,10780,Pediatrics,Truong,Mabel,6,0,0,0,0,0,0,4.0
Summer 2024,PHAR,5695,1,10781,Geriatrics,Tolleson,Shane Russell,3,0,0,0,0,0,0,4.0
Summer 2024,PHAR,5663,2,10784,Pharmacy Management,Truong,Mabel,8,1,0,0,0,0,0,3.889
Summer 2024,SOCW,7384,1,10785,SW Practicum III - Clinical,Gonzales,Shelley A,0,0,0,0,0,3,0,
Summer 2024,SOCW,7391,1,10787,Social Work Practicum Elective,Gonzales,Shelley A,0,0,0,0,0,12,0,
Summer 2024,MATH,1314,1,10789,College Algebra,Constante,Beatrice,4,9,8,7,19,0,19,1.439
Summer 2024,SOCW,8399,1,10791,Dissertation,Gearing,Robin Edward,0,0,0,0,0,1,0,
Summer 2024,COMM,3353,1,10793,Information & Comm Tech I,Liu,Youmei,15,4,4,0,0,0,4,3.493
Summer 2024,ACCT,5337,1,10799,Management Accounting,Serrato,Darlene Marie  Bohac,0,4,0,0,0,0,1,3.0
Summer 2024,SOCW,7385,1,10801,SW Practicum IV- Clinical,Gonzales,Shelley A,0,0,0,0,0,3,0,
Summer 2024,COMM,3368,1,10803,Principles of Public Relations,Liu,Wenlin,17,6,6,0,0,0,0,3.379
Summer 2024,ECON,3370,1,10804,Introduction To Econometrics,Zhivan,Natalia A,4,6,8,4,1,0,1,2.262
Summer 2024,PHYS,1101,3,10805,College Physics I (lab),Wood,Lowell T,0,13,3,0,0,0,0,2.73
Summer 2024,PHYS,1102,3,10806,College Physics II (lab),Wood,Lowell T,2,7,7,0,0,0,1,2.667
Summer 2024,PHAR,5673,1,10825,Veterinary Pharmaceutical Care,Tolleson,Shane Russell,0,0,0,0,0,0,0,
Summer 2024,INDE,8699,1,10836,Doctoral Dissertation,Lim,Gino Jinho,0,0,0,0,0,1,0,
Summer 2024,KIN,4310,1,10877,Measurement Tech Human Perf,Thrasher,Timothy Adam,15,20,10,3,1,0,1,2.912
Summer 2024,KIN,4345,1,10878,Econ and Finc Aspects of Sport,Lee,Dong Hun,26,6,3,0,0,0,0,3.591
Summer 2024,KIN,4390,1,10879,Internship in PE,Betts,Randi Jill,1,0,0,0,0,0,0,4.0
Summer 2024,KIN,4690,1,10880,Internship in Sport Admin 1,Walsh,David W,20,3,1,0,0,0,0,3.737
Summer 2024,KIN,4691,1,10881,Internship in Sport Admin 2,Walsh,David W,16,2,1,0,0,0,0,3.755
Summer 2024,KIN,4350,1,10882,Sport Marketing,Walsh,David W,18,53,12,2,0,0,3,2.969
Summer 2024,NUTR,3334,1,10883,Advanced Nutrition,Svendsen-Sanchez,Ann Carol,38,14,1,0,0,0,2,3.63
Summer 2024,PEP,7393,1,10884,Internship & Practicum,Walsh,David W,1,0,0,1,0,0,0,2.5
Summer 2024,COMM,2320,1,10885,Fundamentals Media Production,Crowe,Craig Warren,22,2,0,0,0,0,0,3.862
Summer 2024,GHL,4343,1,10888,Financial Admin for Hosp.Ind.,Koh,Yoon,13,7,2,1,1,0,1,3.195
Summer 2024,KIN,4340,1,10889,Sport Governance,Walsh,David W,13,15,5,0,0,0,0,3.202
Summer 2024,GEOL,1303,1,10890,Physical Geology,Lytwyn,Jennifer N,42,34,26,15,5,0,8,2.773
Summer 2024,ACCT,3367,1,10891,Intermediate Accounting I,Kuruvilla,Mohan,1,4,4,1,0,0,4,2.665
Summer 2024,GOVT,2305,1,10892,"US Govt: Congress,Pres & Crts",Littlepage,Kelley G,23,40,8,0,2,0,1,3.146
Summer 2024,HDFS,3350,1,10893,Observation and Assessment,Schroder,Kathleen Anne,19,6,1,1,0,0,0,3.605
Summer 2024,NUTR,3336,1,10899,Nutritional Pathophysiology,Haubrick,Kevin,31,11,1,0,0,0,0,3.621
Summer 2024,COMD,7381,1,10900,Medical SLP Seminar,Cizek,Laura S,27,0,0,0,0,0,0,4.0
Summer 2024,SPAN,6398,2,10920,Special Problems,Cuesta,Mabel,1,0,0,0,0,0,0,4.0
Summer 2024,SPAN,1501,1,10921,Elementary Spanish I,Carrion Rivera,Lydiette,9,3,2,0,1,0,1,3.201
Summer 2024,MATH,5389,1,10960,Survey of Mathematics,Etgen,Garret J,10,7,0,0,0,0,0,3.608
Summer 2024,PHAR,5663,1,10961,Pharmacy Management,Tolleson,Shane Russell,4,0,0,0,0,0,0,4.0
Summer 2024,PHAR,5683,1,10962,Cardiology,Truong,Mabel,1,0,0,0,0,0,0,4.0
Summer 2024,BIOL,2101,1,10963,Anatomy & Physiology Lab I,Gill,Tejendra,4,9,7,0,0,0,1,2.817
Summer 2024,BIOL,2101,2,10964,Anatomy & Physiology Lab I,Gill,Tejendra,3,12,4,0,3,0,1,2.5
Summer 2024,BIOL,2101,3,10965,Anatomy & Physiology Lab I,Gill,Tejendra,1,9,10,2,1,0,0,2.319
Summer 2024,BIOL,2101,4,10966,Anatomy & Physiology Lab I,Gill,Tejendra,2,13,4,2,0,0,0,2.699
