TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Summer 2023,PHYS,1302,1,10760,College Physics II (lecture),Su,Wu-Pei,10,15,21,11,4,0,8,2.268
Summer 2023,PHYS,1102,1,10761,College Physics II (lab),Wood,Lowell T,0,7,5,0,0,0,0,2.611
Summer 2023,PHYS,1102,2,10762,College Physics II (lab),Wood,Lowell T,0,7,4,0,0,0,0,2.696
Summer 2023,PHYS,1102,3,10763,College Physics II (lab),Wood,Lowell T,3,7,6,0,0,0,0,2.792
Summer 2023,CHEM,1112,7,10764,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,8,4,0,0,0,0,3.0
Summer 2023,MARK,3337,1,10767,Professional Selling,Tueffert,Curt F,54,2,0,0,0,0,1,3.953
Summer 2023,AAS,2320,2,10770,Intro To African American Stdy,Thompson,Kevin Bernard,27,5,3,0,0,0,0,3.714
Summer 2023,CHEM,1112,8,10790,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,7,0,2,0,0,0,3.023
Summer 2023,ARCH,6602,1,10792,Arch Design/Build Workshop,Peters,Patrick A,10,1,0,0,0,0,0,3.849
Summer 2023,ACCT,5331,1,10796,Federal Income Tax-Individual,Fernandez,Ramon,1,2,3,0,0,0,1,2.832
Summer 2023,ACCT,5335,1,10797,Financial Statement Auditing,Kuruvilla,Mohan,2,2,0,0,1,0,1,2.866
Summer 2023,ACCT,5367,1,10798,Intermediate Accounting I,Kuruvilla,Mohan,2,1,0,0,1,0,2,2.833
Summer 2023,HDFS,4394,1,10805,Internship in HDFS,Conston,Toya,4,0,1,0,1,0,0,3.055
Summer 2023,HLT,4392,1,10806,Field Work in Community Health,Solari Williams,Kayce D,17,6,1,0,0,0,0,3.68
Summer 2023,CHEE,6298,1,10808,Research,Harold,Michael P,0,0,0,0,0,1,0,
Summer 2023,CHEE,6498,1,10822,Research,Harold,Michael P,0,0,0,0,0,1,0,
Summer 2023,CHEE,8399,3,10861,Doctoral Dissertation,Vekilov,Peter,1,0,0,0,0,0,0,4.0
Summer 2023,CHEE,8399,9,10867,Doctoral Dissertation,Nikolaou,Michael,0,0,0,0,0,1,0,
Summer 2023,CHEE,8399,11,10869,Doctoral Dissertation,Karim,Alamgir,3,0,0,0,0,0,0,4.0
Summer 2023,CHEE,8399,12,10870,Doctoral Dissertation,Harold,Michael P,2,0,0,0,0,0,0,4.0
Summer 2023,ECE,8399,1,10906,Doctoral Dissertation,Wolfe,John C,1,0,0,0,0,0,0,4.0
Summer 2023,INDE,8399,1,10921,Doctoral Dissertation,Lim,Gino Jinho,1,0,0,0,0,0,0,4.0
Summer 2023,GHL,6360,1,10929,Graduate Directed Practicum,Back,KiJoon,13,0,0,0,0,0,0,4.0
Summer 2023,LAW,5298,1,10931,Special Rsch & Writing,Vetter,Greg R,1,0,0,0,0,0,0,4.0
Summer 2023,LAW,5398,1,10932,Special Research and Writing,Vetter,Greg R,2,1,0,0,0,0,0,3.777
Summer 2023,COMD,7391,2,10937,Clinic in Speech Lang Disorder,Chapman,Amanda,0,1,0,0,0,0,0,3.0
Summer 2023,COMD,7391,3,10938,Clinic in Speech Lang Disorder,Chapman,Amanda,1,1,0,0,0,0,0,3.5
Summer 2023,COMD,7391,4,10939,Clinic in Speech Lang Disorder,Hernandez,Michelle,1,0,0,0,0,0,0,3.67
Summer 2023,COMD,7391,6,10940,Clinic in Speech Lang Disorder,Guerra,Teresa Evangelina,1,0,0,0,0,0,0,3.67
Summer 2023,COMD,7391,7,10941,Clinic in Speech Lang Disorder,Devore,Danielle R,1,0,0,0,0,0,0,4.0
Summer 2023,COMD,7391,8,10942,Clinic in Speech Lang Disorder,Walker,Dionne A,0,2,0,0,0,0,0,3.165
Summer 2023,COMD,7391,9,10943,Clinic in Speech Lang Disorder,Devore,Danielle R,0,1,0,0,0,0,0,3.33
Summer 2023,COMM,4392,1,10945,Prof. Internship for Credit,Ashley,Laura B,0,0,0,0,0,19,0,
Summer 2023,COMD,7391,10,10948,Clinic in Speech Lang Disorder,Kazhuro,Katsiaryna,0,1,0,0,0,0,0,3.33
Summer 2023,COMD,7391,12,10949,Clinic in Speech Lang Disorder,Ermgodts,Katherine Natalie,1,0,0,0,0,0,0,3.67
Summer 2023,MATH,1325,1,10967,Calc for Bus & Social Sciences,Constante,Beatrice,30,16,2,2,8,0,16,2.954
Summer 2023,MATH,2413,1,10969,Calculus I,Perepelitsa,Irina,42,20,26,12,40,0,8,2.086
Summer 2023,MATH,2414,1,10971,Calculus II,Xhabli,Blerina,23,19,18,9,10,0,6,2.418
Summer 2023,MATH,6398,69,10977,Special Problems,Josic,Kresimir,0,0,0,0,0,2,0,
Summer 2023,MATH,6398,5,10980,Special Problems,Azencott,Robert Guy,0,0,0,0,0,2,0,
Summer 2023,GEOL,1340,1,10993,Earth Systems,Lytwyn,Jennifer N,51,54,35,13,11,0,6,2.69
Summer 2023,OPTO,6251,1,10994,Spanish for Optometrists,Cruz Wiley,Maria Cristina,0,0,0,0,0,20,0,
Summer 2023,OPTO,7150,1,10995,Developmental Optometry,Chandler,Moriah Adine,84,14,2,0,0,0,0,3.82
Summer 2023,OPTO,7493,1,10996,General Clinic IIIA,Dempsey,Robert L,0,0,0,0,0,95,0,
Summer 2023,OPTO,8338,1,10997,Recent Developments/Round,Dempsey,Robert L,12,16,0,0,0,0,0,3.381
Summer 2023,OPTO,8384,1,10998,Practice Management II,Davis,Mark K,20,4,0,0,0,0,0,3.71
Summer 2023,OPTO,8696,1,10999,General Clinic IV,Herring,Ralph Jay,0,0,0,0,0,25,0,
Summer 2023,OPTO,8990,1,11000,Community Health Clinic,Herring,Ralph Jay,0,0,0,0,0,56,0,
Summer 2023,OPTO,8991,1,11001,Community Health Clinic,Herring,Ralph Jay,0,0,0,0,0,53,0,
Summer 2023,PHOP,6160,1,11002,Gen Sem Visual Sciences,Porter,Jason,21,0,0,0,0,0,0,4.0
Summer 2023,PHOP,6372,1,11003,Experimental Quant in VS,Benoit,Julia S,4,4,1,0,0,0,0,3.333
Summer 2023,PHAR,5642,1,11005,Emergency Medicine,Truong,Mabel,2,3,0,0,0,0,0,3.4
Summer 2023,PHAR,5660,1,11007,Pharmaceutical Industry,Tolleson,Shane Russell,3,0,0,0,0,0,0,4.0
Summer 2023,PHAR,5668,1,11010,Managed Care Pharmacy,Tolleson,Shane Russell,2,2,0,0,0,0,0,3.5
Summer 2023,PHAR,5670,1,11011,Community Pharmaceutical Care,Tolleson,Shane Russell,12,3,0,0,0,0,0,3.8
Summer 2023,PHAR,5674,1,11013,Nutritional Support,Truong,Mabel,1,0,0,0,0,0,0,4.0
Summer 2023,PHAR,5675,1,11014,Disease State Management,Tolleson,Shane Russell,23,3,0,0,0,0,0,3.885
Summer 2023,PHAR,5678,1,11015,Transplant Therapeutics,Truong,Mabel,2,0,0,0,0,0,0,4.0
Summer 2023,PHAR,5680,1,11017,Oncology,Truong,Mabel,1,0,0,0,0,0,0,4.0
Summer 2023,PHAR,5681,3,11019,Infectious Diseases,Garey,Kevin W,2,0,0,0,0,0,0,4.0
Summer 2023,PHAR,5685,1,11020,Critical Care,Truong,Mabel,3,3,0,0,0,0,0,3.5
Summer 2023,PHAR,5690,1,11022,Internal Medicine,Truong,Mabel,23,6,0,0,0,0,0,3.793
Summer 2023,PHAR,5690,2,11023,Internal Medicine,Sherer,Jeffrey T,2,0,0,0,0,0,0,4.0
Summer 2023,PHAR,5691,1,11024,Drug Information,Tolleson,Shane Russell,0,0,0,0,0,0,0,
Summer 2023,PHAR,5692,1,11025,Advanced Hospital Pharmacy,Truong,Mabel,32,1,0,0,0,0,0,3.97
Summer 2023,PHAR,5693,1,11026,Advanced Community Pharmacy,Tolleson,Shane Russell,29,3,0,0,0,0,0,3.906
Summer 2023,PHAR,5694,1,11027,Pediatrics,Truong,Mabel,1,1,0,0,1,0,0,2.333
Summer 2023,PHAR,5695,1,11028,Geriatrics,Tolleson,Shane Russell,3,0,0,0,0,0,0,4.0
Summer 2023,PHAR,5663,2,11031,Pharmacy Management,Truong,Mabel,5,0,0,0,0,0,0,4.0
Summer 2023,SOCW,7384,1,11032,Field Practicum III - Clinical,Gonzales,Shelley A,0,0,0,0,0,9,0,
Summer 2023,SOCW,7388,1,11033,Field Practicum III Macro,Gonzales,Shelley A,0,0,0,0,0,1,0,
Summer 2023,SOCW,7391,1,11034,Field Practicum Elective,Gonzales,Shelley A,0,0,0,0,0,10,0,
Summer 2023,HDCS,2301,1,11035,Consumer Science,Stewart,Juliana Floriene,17,1,0,0,1,0,0,3.702
Summer 2023,MATH,1314,1,11036,College Algebra,Constante,Beatrice,4,2,3,5,5,0,6,1.719
Summer 2023,MATH,2415,5,11037,Calculus III,West,James David,7,8,10,9,5,0,3,2.094
Summer 2023,LAW,5470,1,11042,Innocence Investigations,Dow,David R,1,0,0,0,0,0,0,3.67
Summer 2023,COMM,3353,1,11043,Information & Comm Tech I,Liu,Youmei,9,11,6,1,0,0,3,3.074
Summer 2023,ACCT,5337,1,11050,Management Accounting,Serrato,Darlene Marie  Bohac,1,2,2,0,0,0,0,2.8
Summer 2023,GOVT,2306,1,11051,US and Texas Const/Politics,Cole,Jeffrey Bryan,17,3,4,0,0,0,1,3.555
Summer 2023,SOCW,7385,1,11052,Field Practicum IV- Clinical,Gonzales,Shelley A,0,0,0,0,0,22,0,
Summer 2023,SOCW,7389,1,11053,Field Practicum IV Macro,Gonzales,Shelley A,0,0,0,0,0,8,0,
Summer 2023,COMM,3368,1,11054,Principles of Public Relations,Ashley,Laura B,21,3,0,0,0,0,1,3.875
Summer 2023,ECON,3370,1,11055,Introduction To Econometrics,Peru Durayalage,Dhanushka Arunasiri,8,2,1,0,0,0,0,3.606
Summer 2023,PHYS,1101,4,11056,College Physics I (lab),Wood,Lowell T,1,8,6,0,0,0,0,2.689
Summer 2023,PHYS,1102,4,11057,College Physics II (lab),Wood,Lowell T,2,10,4,0,0,0,0,2.793
Summer 2023,MANA,8398,1,11097,Special Problems,Avery,Derek Reynold,1,0,0,0,0,0,0,4.0
Summer 2023,KIN,4310,1,11129,Measurement Tech Human Perf,Parikh,Pranav J,42,7,0,0,1,0,0,3.694
Summer 2023,KIN,4345,1,11130,Econ and Finc Aspects of Sport,Lee,Dong Hun,31,6,0,1,0,0,0,3.676
Summer 2023,KIN,4390,1,11131,Internship in PE,Betts,Randi Jill,3,1,0,0,0,0,0,3.75
Summer 2023,KIN,4690,1,11132,Internship in Sport Admin 1,Walsh,David W,19,1,0,0,0,0,0,3.934
Summer 2023,KIN,4691,1,11133,Internship in Sport Admin 2,Walsh,David W,16,1,0,1,0,0,0,3.759
Summer 2023,KIN,4350,1,11134,Sport Marketing,Walsh,David W,15,50,12,2,0,0,1,2.941
Summer 2023,NUTR,3334,1,11135,Advanced Nutrition,Svendsen-Sanchez,Ann Carol,45,12,3,1,0,0,0,3.575
Summer 2023,PEP,7393,1,11136,Internship & Practicum,Walsh,David W,1,0,0,0,0,0,0,4.0
Summer 2023,COMM,2320,1,11137,Fundamentals Media Production,Crowe,Craig Warren,20,3,1,0,1,0,1,3.561
Summer 2023,LAW,5283,1,11138,Mediation Externship,Willis,Tasha L,0,0,0,0,0,4,0,
Summer 2023,LAW,5183,1,11139,Mediation Process,Willis,Tasha L,0,4,0,0,0,0,0,3.33
Summer 2023,GHL,4343,1,11140,Financial Admin for Hosp.Ind.,Koh,Yoon,7,11,8,0,0,0,0,2.923
Summer 2023,KIN,4340,1,11141,Sport Governance,Walsh,David W,8,5,2,0,0,0,0,3.422
Summer 2023,GEOL,1303,1,11143,Physical Geology,Lytwyn,Jennifer N,38,60,31,18,9,0,4,2.603
Summer 2023,ACCT,3367,1,11144,Intermediate Accounting I,Kuruvilla,Mohan,5,2,4,4,1,0,8,2.437
Summer 2023,GOVT,2305,1,11146,"US Govt: Congress,Pres & Crts",Littlepage,Kelley G,20,15,1,2,1,0,1,3.308
Summer 2023,HDFS,3350,1,11147,Observation and Assessment,Schroder,Kathleen Anne,22,6,2,0,2,0,1,3.365
Summer 2023,NUTR,3336,1,11153,Nutritional Pathophysiology,Haubrick,Kevin,35,19,3,0,0,0,1,3.509
Summer 2023,COMD,7381,1,11154,Medical SLP Seminar,Cizek,Laura S,12,0,0,0,0,0,0,4.0
Summer 2023,SPAN,1501,1,11176,Elementary Spanish I,del Castillo Garza,Alejandro,6,8,3,0,2,0,3,2.877
Summer 2023,MATH,5389,1,11215,Survey of Mathematics,Etgen,Garret J,8,6,0,0,1,0,0,3.289
Summer 2023,PHAR,5663,1,11216,Pharmacy Management,Tolleson,Shane Russell,1,0,0,0,0,0,0,4.0
Summer 2023,PHAR,5683,1,11217,Cardiology,Truong,Mabel,5,1,0,0,0,0,0,3.833
Summer 2023,BIOL,2101,1,11219,Anatomy & Physiology Lab I,Gill,Tejendra,3,10,0,0,0,0,1,3.155
Summer 2023,BIOL,2101,2,11220,Anatomy & Physiology Lab I,Gill,Tejendra,4,14,2,0,1,0,0,2.874
Summer 2023,BIOL,2101,3,11221,Anatomy & Physiology Lab I,Gill,Tejendra,4,16,2,0,1,0,0,2.928
Summer 2023,BIOL,2101,4,11222,Anatomy & Physiology Lab I,Gill,Tejendra,6,13,0,1,0,0,2,3.167
Summer 2023,GHL,4132,1,11224,Bev Mgmt & Mktg Internship,Taylor,David C,3,0,0,0,0,0,0,4.0
Summer 2023,KIN,1304,1,11225,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,191,16,5,0,5,0,5,3.806
Summer 2023,PEP,6309,1,11226,Policies & Govt of Sport Org.,Hawkins,Billy J,7,0,0,0,0,0,0,4.0
Summer 2023,ELET,3405,1,11228,Microprocessor Architecture,Soneja,Chandrayee,5,6,3,0,0,0,0,3.237
Summer 2023,MATH,8398,5,11230,Doctoral Research,Labate,Demetrio,0,0,0,0,0,3,0,
Summer 2023,MATH,8398,9,11231,Doctoral Research,Josic,Kresimir,0,0,0,0,0,1,0,
Summer 2023,ENGL,1302,2,11232,First Year Writing II,Krajniak,Matthew J,8,8,1,0,7,0,1,2.389
Summer 2023,ENGL,1302,3,11233,First Year Writing II,Anderson,Claire F,19,2,1,1,1,0,1,3.555
Summer 2023,MECT,3342,1,11235,Elements of Plant Design,El Nahas,Medhat A,1,5,9,0,0,0,1,2.379
Summer 2023,FINA,3332,1,11238,Prin of Financial Management,Chisholm,Darla,15,21,29,22,7,0,7,2.089
