TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Fall 2023,ARED,6365,1,10168,Integrative Art Teaching,Chung,Sheng Kuan,3,0,0,0,0,0,0,4.0
Fall 2023,CUIN,3310,1,10169,Bilingual Education,Leon,Maredil Josefina,16,3,0,0,0,0,0,3.842
Fall 2023,CUIN,4375,2,10170,Classroom Management,Castillo,Bernadette Marie,21,5,1,0,0,0,0,3.631
Fall 2023,CUIN,7336,1,10171,Popular Culture in Education,Brower,Samuel Richard,10,0,0,0,0,0,0,4.0
Fall 2023,EDUC,4314,1,10173,Student Teaching Sec,Culpepper,Shea Mosley,14,0,0,0,0,0,1,3.953
Fall 2023,EDUC,4315,1,10174,Student Teaching Sec,Thompson,Amber M,15,1,0,0,0,0,0,3.896
Fall 2023,EDUC,4316,1,10175,Student Teach Art Elem,Culpepper,Shea Mosley,4,0,0,0,0,0,0,4.0
Fall 2023,EDUC,4317,1,10176,Student Tch Art Sec,Thompson,Amber M,3,0,0,0,0,0,0,4.0
Fall 2023,EDUC,4318,1,10177,Student Tch Music Elem,McGinnis,Emily Jane,15,1,0,0,0,0,0,3.938
Fall 2023,EDUC,4319,1,10178,Student Tch Music Sec,McGinnis,Emily Jane,15,1,0,0,0,0,0,3.938
Fall 2023,EDUC,4325,1,10179,Student Teaching 4-8 2Nd 7 Wks,Thompson,Amber M,22,0,0,0,0,0,0,3.955
Fall 2023,PHLS,6325,1,10181,Theories of Counseling,Lee,Jungeun,8,0,0,0,0,0,0,3.876
Fall 2023,PHLS,6330,1,10182,Human Growth-Developmnt,Whitaker,Rachael Gwin,11,0,0,0,0,0,0,4.0
Fall 2023,HDFS,1300,1,10183,Dev of Contemporary Families,Jordan,Erica F,63,49,14,2,1,0,1,3.315
Fall 2023,HDFS,1300,7,10189,Dev of Contemporary Families,Jordan,Erica F,64,52,12,3,0,0,1,3.334
Fall 2023,HDFS,4393,1,10193,Internship in HDFS,Conston,Toya,23,8,3,0,1,0,0,3.429
Fall 2023,HLT,1353,1,10194,Personal Health,Rafique,Kiran Sajid,82,15,3,0,0,0,0,3.727
Fall 2023,HLT,2320,1,10195,Introduction to Public Health,Solari Williams,Kayce D,56,31,4,2,1,0,1,3.437
Fall 2023,HLT,3300,1,10196,Social Health and Wellness,Farmer,Jennifer,80,11,3,0,1,0,1,3.727
Fall 2023,HLT,4306,1,10198,Women's Health Issues,Solari Williams,Kayce D,70,8,2,0,0,0,0,3.772
Fall 2023,PHLS,6322,1,10201,Dimensions in Women's Health,Solari Williams,Kayce D,7,0,0,0,0,0,1,3.953
Fall 2023,HDFS,4394,1,10202,Internship in HDFS,Conston,Toya,34,0,0,0,1,0,0,3.886
Fall 2023,PHLS,6345,1,10203,Atypical Growth & Behavior,Hurt,Kara Marie,15,2,0,0,0,0,0,3.902
Fall 2023,CUIN,4336,1,10204,Popular Culture in Education,Brower,Samuel Richard,13,0,1,0,0,0,0,3.834
Fall 2023,HLT,3381,1,10207,Hlt Promotn & Disease Preventn,Hill,Rosenda Murillo,83,14,3,0,1,0,0,3.713
Fall 2023,PHLS,8319,1,10208,Infer Stats in Psych/Educ Res,Fan,Weihua,17,2,0,0,0,0,0,3.877
Fall 2023,BIOE,6111,1,10209,Grad Bioengineering Seminar,Naash,Muna,0,0,0,0,0,67,1,
Fall 2023,CHEE,2332,1,10210,Chem Engr Thermodyn I,Palmer,Jeremy,13,11,7,3,0,0,5,2.99
Fall 2023,CHEE,3300,1,10211,Materials Science & Engr I,Robertson,Megan L,8,12,8,5,0,0,6,2.597
Fall 2023,CHEE,3333,1,10212,Chem Engr Thermodyn II,Orman,Mehmet,16,19,3,6,0,0,8,3.045
Fall 2023,CHEE,3334,1,10213,Stat/Num Tchqs for Chem Engrs,Nikolaou,Michael,26,9,6,1,1,0,2,3.211
Fall 2023,CHEE,3363,1,10214,Fluid Mechanics for Chem Engrs,Malamataris,Nikolaos,11,20,17,1,1,0,5,2.714
Fall 2023,CHEE,4321,1,10215,Chemical Engineering Design I,Smith,Christopher Michael,74,3,0,0,0,0,0,3.828
Fall 2023,CHEE,4361,1,10216,Chemical Engineering Practices,Cirino,Patrick C,33,6,1,0,0,0,0,3.784
Fall 2023,CHEE,4367,1,10219,Chemical Reaction Engineering,Rimer,Jeffrey,34,25,18,0,0,0,0,3.191
Fall 2023,CHEE,6111,1,10220,Graduate Seminar,Mountziaris,Triantafillos John,0,0,0,0,0,64,0,
Fall 2023,CHEE,8298,2,10227,Doctoral Research,Bollini,Praveen P,0,0,0,0,0,3,0,
Fall 2023,CHEE,8298,3,10228,Doctoral Research,Cirino,Patrick C,0,0,0,0,0,1,0,
Fall 2023,CHEE,8298,4,10229,Doctoral Research,Conrad,Jacinta C,0,0,0,0,0,1,0,
Fall 2023,CHEE,8298,6,10231,Doctoral Research,Economou,Demetre J,0,0,0,0,0,0,0,
Fall 2023,CHEE,8298,7,10232,Doctoral Research,Grabow,Lars C,0,0,0,0,0,3,0,
Fall 2023,CHEE,8298,8,10233,Doctoral Research,Harold,Michael P,0,0,0,0,0,1,0,
Fall 2023,CHEE,8298,9,10234,Doctoral Research,Karim,Alamgir,0,0,0,0,0,8,0,
Fall 2023,CHEE,8298,10,10235,Doctoral Research,Krishnamoorti,Ramanan,0,0,0,0,0,1,0,
Fall 2023,CHEE,8398,7,10244,Doctoral Research,Grabow,Lars C,0,0,0,0,0,4,0,
Fall 2023,CHEE,8398,9,10246,Doctoral Research,Karim,Alamgir,0,0,0,0,0,4,0,
Fall 2023,CHEE,8398,10,10247,Doctoral Research,Krishnamoorti,Ramanan,0,0,0,0,0,1,0,
Fall 2023,CHEE,8398,13,10250,Doctoral Research,Orman,Mehmet,0,0,0,0,0,1,0,
Fall 2023,CHEE,8399,2,10252,Doctoral Dissertation,Bollini,Praveen P,5,0,0,0,0,0,0,4.0
Fall 2023,CHEE,8399,3,10253,Doctoral Dissertation,Cirino,Patrick C,1,0,0,0,0,1,0,4.0
Fall 2023,CHEE,8399,4,10254,Doctoral Dissertation,Conrad,Jacinta C,2,0,0,0,0,3,0,4.0
Fall 2023,CHEE,8399,5,10255,Doctoral Dissertation,Donnelly,Vincent M,0,0,0,0,0,2,0,
Fall 2023,CHEE,8399,7,10257,Doctoral Dissertation,Grabow,Lars C,0,0,0,0,0,2,0,
Fall 2023,CHEE,8399,8,10258,Doctoral Dissertation,Harold,Michael P,3,0,0,0,0,0,0,4.0
Fall 2023,CHEE,8399,9,10259,Doctoral Dissertation,Karim,Alamgir,7,0,0,0,0,0,0,4.0
Fall 2023,CHEE,8399,10,10260,Doctoral Dissertation,Krishnamoorti,Ramanan,1,0,0,0,0,1,0,4.0
Fall 2023,CHEE,8399,11,10261,Doctoral Dissertation,Mountziaris,Triantafillos John,2,0,0,0,0,0,0,4.0
Fall 2023,CHEE,8498,9,10270,Doctoral Research,Karim,Alamgir,0,0,0,0,0,3,0,
Fall 2023,CHEE,8498,10,10271,Doctoral Research,Krishnamoorti,Ramanan,0,0,0,0,0,1,0,
Fall 2023,CHEE,8598,1,10275,Doctoral Research,Balakotaiah,Vemuri,0,0,0,0,0,3,0,
Fall 2023,CHEE,8598,2,10276,Doctoral Research,Bollini,Praveen P,0,0,0,0,0,2,0,
Fall 2023,CHEE,8598,4,10278,Doctoral Research,Conrad,Jacinta C,0,0,0,0,0,2,0,
Fall 2023,CHEE,8598,5,10279,Doctoral Research,Donnelly,Vincent M,0,0,0,0,0,1,0,
Fall 2023,CHEE,8598,7,10281,Doctoral Research,Grabow,Lars C,0,0,0,0,0,3,0,
Fall 2023,CHEE,8598,8,10282,Doctoral Research,Harold,Michael P,0,0,0,0,0,1,0,
Fall 2023,ENGR,2301,1,10283,Mechanics I (Statics),Kalliontzis,Dimitrios,16,14,9,3,9,0,4,2.49
Fall 2023,CIVE,3339,1,10284,Geotechnical Engineering,Vipulanandan,Cumaraswamy,6,22,11,0,0,0,0,2.88
Fall 2023,CIVE,8198,1,10287,Doctoral Research,Shaffer,Devin,0,0,0,0,0,3,0,
Fall 2023,CIVE,8298,1,10288,Doctoral Research,Milillo,Pietro,0,0,0,0,0,7,0,
Fall 2023,CIVE,8398,1,10289,Doctoral Research,Li,Hongyi,0,0,0,0,0,4,0,
Fall 2023,CIVE,8598,1,10292,Doctoral Research,Glennie,Craig Len,0,0,0,0,0,2,0,
Fall 2023,ECE,3441,1,10301,Digital Logic Design,Sheth,Bhavin R,29,14,16,2,1,0,5,3.086
Fall 2023,ECE,3436,1,10303,Microprocessor Systems,De La Rosa-Pohl,Diana,39,1,0,0,0,0,0,3.967
Fall 2023,ECE,5317,1,10305,Microwave Engineering,Chen,Ji,2,4,0,0,0,0,0,3.498
Fall 2023,ECE,6111,3,10307,Graduate Research Seminar,Shan,Xiaonan,0,0,0,0,0,2,0,
Fall 2023,ECE,6198,2,10310,Research,Becker,Aaron T,0,0,0,0,0,1,0,
Fall 2023,ECE,6198,12,10320,Research,Jackson,David R,0,0,0,0,0,1,0,
Fall 2023,ECE,6298,2,10338,Research,Becker,Aaron T,0,0,0,0,0,1,0,
Fall 2023,ECE,6298,12,10348,Research,Jackson,David R,0,0,0,0,0,1,0,
Fall 2023,ECE,6298,17,10353,Research,Nguyen,Hien V,0,0,0,0,0,1,0,
Fall 2023,ECE,6351,1,10365,Microwave Engineering,Chen,Ji,8,1,0,0,0,0,0,3.926
Fall 2023,ECE,6398,4,10369,Research,Chen,Ji,0,0,0,0,0,1,0,
Fall 2023,ECE,6398,6,10371,Research,Chen,Jinghong,0,0,0,0,0,1,0,
Fall 2023,ECE,6398,8,10373,Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,3,0,
Fall 2023,ECE,6398,11,10376,Research,Han,Zhu,0,0,0,0,0,1,0,
Fall 2023,ECE,6398,12,10377,Research,Jackson,David R,0,0,0,0,0,1,0,
Fall 2023,ECE,6398,13,10378,Research,Krishnamoorthy,Harish Sarma,0,0,0,0,0,1,0,
Fall 2023,ECE,6398,14,10379,Research,Li,Xingpeng,0,0,0,0,0,1,0,
Fall 2023,ECE,6398,17,10382,Research,Nguyen,Hien V,0,0,0,0,0,1,0,
Fall 2023,ECE,6398,18,10383,Research,Pan,Miao,0,0,0,0,0,1,0,
Fall 2023,ECE,6398,25,10390,Research,Shih,Wei-Chuan,0,0,0,0,0,1,0,
Fall 2023,ECE,6398,27,10392,Research,Yao,Yan,0,0,0,0,0,3,0,
Fall 2023,ECE,6399,7,10400,Masters Thesis,Chen,Yuhua,0,0,0,0,0,0,0,
Fall 2023,ECE,6399,8,10401,Masters Thesis,Contreras-Vidal,Jose Luis,0,0,0,0,0,1,0,
Fall 2023,ECE,8198,1,10427,Doctoral Research,Bao,Jiming,0,0,0,0,0,1,0,
Fall 2023,ECE,8198,7,10433,Doctoral Research,Chen,Yuhua,0,0,0,0,0,1,0,
Fall 2023,ECE,8198,8,10434,Doctoral Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,3,0,
Fall 2023,ECE,8198,10,10436,Doctoral Research,Fu,Xin,0,0,0,0,0,2,0,
Fall 2023,ECE,8198,12,10438,Doctoral Research,Jackson,David R,0,0,0,0,0,1,0,
Fall 2023,ECE,8198,13,10439,Doctoral Research,Krishnamoorthy,Harish Sarma,0,0,0,0,0,1,0,
Fall 2023,ECE,8198,17,10443,Doctoral Research,Nguyen,Hien V,0,0,0,0,0,1,0,
Fall 2023,ECE,8198,27,10453,Doctoral Research,Yao,Yan,0,0,0,0,0,1,0,
Fall 2023,ECE,8298,1,10456,Doctoral Research,Bao,Jiming,0,0,0,0,0,2,0,
Fall 2023,ECE,8298,2,10457,Doctoral Research,Becker,Aaron T,0,0,0,0,0,1,0,
Fall 2023,ECE,8298,3,10458,Doctoral Research,Brankovic,Stanko R,0,0,0,0,0,4,0,
Fall 2023,ECE,8298,4,10459,Doctoral Research,Chen,Ji,0,0,0,0,0,3,0,
Fall 2023,ECE,8298,5,10460,Doctoral Research,Chen,Jiefu,0,0,0,0,0,3,0,
Fall 2023,ECE,8298,7,10462,Doctoral Research,Chen,Yuhua,0,0,0,0,0,2,0,
Fall 2023,ECE,8298,10,10465,Doctoral Research,Fu,Xin,0,0,0,0,0,1,0,
Fall 2023,ECE,8298,13,10468,Doctoral Research,Krishnamoorthy,Harish Sarma,0,0,0,0,0,4,0,
Fall 2023,ECE,8298,14,10469,Doctoral Research,Li,Xingpeng,0,0,0,0,0,2,0,
Fall 2023,ECE,8298,15,10470,Doctoral Research,Litvinov,Dmitri,0,0,0,0,0,1,0,
Fall 2023,ECE,8298,16,10471,Doctoral Research,Nguyen,Hien V,0,0,0,0,0,3,0,
Fall 2023,ECE,8298,20,10475,Doctoral Research,Rajashekara,Kaushik,0,0,0,0,0,1,0,
Fall 2023,ECE,8298,23,10478,Doctoral Research,Shan,Xiaonan,0,0,0,0,0,5,0,
Fall 2023,ECE,8298,24,10479,Doctoral Research,Shih,Wei-Chuan,0,0,0,0,0,2,0,
Fall 2023,ECE,8298,26,10481,Doctoral Research,Yao,Yan,0,0,0,0,0,3,0,
Fall 2023,ECE,8298,28,10483,Doctoral Research,Mayerich,David Matthew,0,0,0,0,0,2,0,
Fall 2023,ECE,8398,2,10485,Doctoral Research,Becker,Aaron T,0,0,0,0,0,1,0,
Fall 2023,ECE,8398,3,10486,Doctoral Research,Brankovic,Stanko R,0,0,0,0,0,2,0,
Fall 2023,ECE,8398,4,10487,Doctoral Research,Chen,Ji,0,0,0,0,0,3,0,
Fall 2023,ECE,8398,5,10488,Doctoral Research,Chen,Jiefu,0,0,0,0,0,1,0,
Fall 2023,ECE,8398,6,10489,Doctoral Research,Chen,Jinghong,0,0,0,0,0,1,0,
Fall 2023,ECE,8398,7,10490,Doctoral Research,Chen,Yuhua,0,0,0,0,0,3,0,
Fall 2023,ECE,8398,9,10492,Doctoral Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,3,0,
Fall 2023,ECE,8398,11,10494,Doctoral Research,Fu,Xin,0,0,0,0,0,4,0,
Fall 2023,ECE,8398,12,10495,Doctoral Research,Han,Zhu,0,0,0,0,0,4,0,
Fall 2023,ECE,8398,13,10496,Doctoral Research,Jackson,David R,0,0,0,0,0,1,0,
Fall 2023,ECE,8398,14,10497,Doctoral Research,Krishnamoorthy,Harish Sarma,0,0,0,0,0,4,0,
Fall 2023,ECE,8398,15,10498,Doctoral Research,Li,Xingpeng,0,0,0,0,0,5,0,
Fall 2023,ECE,8398,18,10501,Doctoral Research,Nguyen,Hien V,0,0,0,0,0,1,0,
Fall 2023,ECE,8398,19,10502,Doctoral Research,Yao,Yan,0,0,0,0,0,2,0,
Fall 2023,ECE,8398,24,10505,Doctoral Research,Prasad,Saurabh,0,0,0,0,0,3,0,
Fall 2023,ECE,8398,25,10506,Doctoral Research,Rajashekara,Kaushik,0,0,0,0,0,5,0,
Fall 2023,ECE,8398,26,10507,Doctoral Research,Reddy,Rohith Krishna,0,0,0,0,0,1,0,
Fall 2023,ECE,8398,30,10511,Doctoral Research,Shih,Wei-Chuan,0,0,0,0,0,2,0,
Fall 2023,ECE,8399,2,10515,Doctoral Dissertation,Becker,Aaron T,1,0,0,0,0,0,0,4.0
Fall 2023,ECE,8399,3,10516,Doctoral Dissertation,Brankovic,Stanko R,0,0,0,0,0,1,0,
Fall 2023,ECE,8399,5,10518,Doctoral Dissertation,Chen,Jiefu,1,0,0,0,0,0,0,4.0
Fall 2023,ECE,8399,6,10519,Doctoral Dissertation,Chen,Jinghong,1,0,0,0,0,0,0,4.0
Fall 2023,ECE,8399,7,10520,Doctoral Dissertation,Chen,Yuhua,0,0,0,0,0,0,0,
Fall 2023,ECE,8399,8,10521,Doctoral Dissertation,Contreras-Vidal,Jose Luis,0,0,0,0,0,2,0,
Fall 2023,ECE,8399,12,10524,Doctoral Dissertation,Han,Zhu,3,0,0,0,0,0,0,4.0
Fall 2023,ECE,8399,13,10525,Doctoral Dissertation,Jackson,David R,0,0,0,0,0,1,0,
