department,catalogNumber,description,catoid,coid,coreCode,coreArea,groupNavoid,groupTitle
ANTH,2301,Introduction to Physical Anthropology,36,169974,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
ANTH,2302,Introduction to Cultural Anthropology,36,169975,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
ANTH,2303,Introduction to Archaeology,36,169976,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
ECON,2301,Global Economic Concepts,36,171025,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
ECON,2304,Microeconomic Principles,36,171026,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
ECON,2305,Macroeconomic Principles,36,171027,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
HDFS,2317,Introduction to Human Development and Interventions,36,172000,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
HRMA,2365,Tourism,36,171877,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
KIN,1304,Public Health Issues in Physical Activity and Obesity,36,172229,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
POLS,3311,Introduction to Comparative Politics,36,172864,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
POLS,3354,Law and Society,36,172911,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
PSYC,1300,Introduction to Psychology,36,172963,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
PSYC,2350,Child Development,36,172967,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
PSYC,2351,Psychology of Adolescence,36,172968,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
SOC,1300,Introduction to Sociology,36,173080,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
TECH,1313,Impact of Modern Technology on Society,36,173260,80,Social and Behavioral Sciences,13127,2020-2021 Undergraduate Catalog
ANTH,2304,Introduction to Language and Culture,36,169977,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
ANTH,3348,Anthropology of Religion,36,169991,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
ANTH,3361,Human Origins,36,169994,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
ANTH,3381,Global Hinduism,36,170003,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
ARAB,3314,Women and Gender in Arabic Literature,36,170061,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
ARCH,1359,Design Since 1945,36,170064,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
ARTH,3312,Pre-Columbian Art,36,170255,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
BCHS,4311,Biochemistry Lab II,36,170307,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
BIOL,3311,Genetics Laboratory,36,170342,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
BUSI,4350,Business Law and Ethics,36,171477,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
CLAS,4305,"Fifth-Century Athens: Readings in Intellectual, Literary, and Political History",36,170615,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
CLAS,4381,Latin Classics in Translation,36,170621,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
DAN,2307,Introduction to Dance,36,170968,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
DAN,3310,Dance History I,36,170981,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
ECON,3344,History of Economic Doctrine,36,171033,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
ECON,3350,American Economic Growth,36,171035,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
ENGI,2304,Technical Communications for Engineers,36,171230,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
ENGL,2330,Writing in the Discipline of English,36,171273,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
HDCS,1300,Human Ecosystems and Technological Change,36,171973,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
HDFS,1300,Development of Contemporary Families,36,171998,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
HIST,3314,Liberals vs. Conservatives: FDR to the Present,36,171714,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
HIST,3333,Chicano History Since 1910,36,171733,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
HIST,3351,Work and Family Life in Modern Europe,36,171749,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
HIST,3369,Colonial Mexico,36,171760,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
HIST,4321,The History of Jewish Food,36,174154,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
HON,2341,Classics of Modernity,36,172861,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
HON,3300,Introduction to Social Medicine,36,174138,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
HRMA,3358,Hospitality Industry Law,36,171917,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
IDNS,4392,History of 20th Century Science,36,172148,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
ITAL,3307,Italian Renaissance,36,173621,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
ITAL,3309,Women Writers and Filmmakers of Modern Italy,36,172206,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
ITAL,4308,Dante and His World,36,172217,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
JWST,3371,Women in the Hebrew Bible/Old Testament,36,174589,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
LAST,3300,Latin American Studies: Interdisciplinary Perspectives,36,172280,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
MAS,3342,Mexican Immigration To the US,36,172543,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
MAS,3345,"Latino Leadership, Activism & Organizing",36,174398,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
MATH,4388,History of Mathematics,36,172430,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
MUSI,3303,Popular Music in the Americas Since 1840,36,172615,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
NURS,4312,Leadership and Management in Professional Nursing Practice,36,173794,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
PHIL,1334,Minds and Machines,36,172733,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
PHYS,3313,Advanced Laboratory I,36,172831,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
POLS,3310,Introduction to Political Theory,36,172863,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
POLS,3348,"Left, Right, and Center",36,173813,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
POLS,3349,Foundations in American Political Thought,36,172904,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
PSYC,2344,Cultural Psychology,36,172966,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
PSYC,3310,Industrial-Organization Psychology,36,172971,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
PSYC,4321,Abnormal Psychology,36,172994,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
RELS,2340,Introduction to Hinduism,36,173032,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
RELS,2350,Introduction to Islam,36,173033,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
RELS,2360,Introduction to Buddhism,36,173034,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
RELS,3370,The Bible and Modern Science,36,173041,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
RELS,3371,Women in the Hebrew Bible/Old Testament,36,174417,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
RELS,3381,Global Hinduism,36,173044,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
SOC,3300,Introduction to Sociological Theory,36,173085,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
SOC,3315,Sexuality and Society,36,173089,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
SOC,3351,Social Class and Mobility in America,36,173108,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
SOC,3360,Sociology of Food,36,173111,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
SPAN,3384,Introduction to Hispanic Literature,36,173165,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
TLIM,3363,Technical Communications,36,172684,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
THEA,2344,American Drama,36,173291,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
